# time(ps) 	kappa_vv_mean	kappa_vv_upper	kappa_vv_lower
1.501000e+00	2.276678e-15	2.276678e-15	2.276678e-15
1.502000e+00	2.270232e-15	2.270232e-15	2.270232e-15
1.503000e+00	2.263894e-15	2.263894e-15	2.263894e-15
1.504000e+00	2.257674e-15	2.257674e-15	2.257674e-15
1.505000e+00	2.251587e-15	2.251587e-15	2.251587e-15
1.506000e+00	2.245644e-15	2.245644e-15	2.245644e-15
1.507000e+00	2.239857e-15	2.239857e-15	2.239857e-15
1.508000e+00	2.234236e-15	2.234236e-15	2.234236e-15
1.509000e+00	2.228792e-15	2.228792e-15	2.228792e-15
1.510000e+00	2.223535e-15	2.223535e-15	2.223535e-15
1.511000e+00	2.218475e-15	2.218475e-15	2.218475e-15
1.512000e+00	2.213619e-15	2.213619e-15	2.213619e-15
1.513000e+00	2.208977e-15	2.208977e-15	2.208977e-15
1.514000e+00	2.204554e-15	2.204554e-15	2.204554e-15
1.515000e+00	2.200359e-15	2.200359e-15	2.200359e-15
1.516000e+00	2.196396e-15	2.196396e-15	2.196396e-15
1.517000e+00	2.192671e-15	2.192671e-15	2.192671e-15
1.518000e+00	2.189188e-15	2.189188e-15	2.189188e-15
1.519000e+00	2.185951e-15	2.185951e-15	2.185951e-15
1.520000e+00	2.182962e-15	2.182962e-15	2.182962e-15
1.521000e+00	2.180223e-15	2.180223e-15	2.180223e-15
1.522000e+00	2.177737e-15	2.177737e-15	2.177737e-15
1.523000e+00	2.175503e-15	2.175503e-15	2.175503e-15
1.524000e+00	2.173521e-15	2.173521e-15	2.173521e-15
1.525000e+00	2.171791e-15	2.171791e-15	2.171791e-15
1.526000e+00	2.170312e-15	2.170312e-15	2.170312e-15
1.527000e+00	2.169081e-15	2.169081e-15	2.169081e-15
1.528000e+00	2.168096e-15	2.168096e-15	2.168096e-15
1.529000e+00	2.167353e-15	2.167353e-15	2.167353e-15
1.530000e+00	2.166850e-15	2.166850e-15	2.166850e-15
1.531000e+00	2.166582e-15	2.166582e-15	2.166582e-15
1.532000e+00	2.166545e-15	2.166545e-15	2.166545e-15
1.533000e+00	2.166734e-15	2.166734e-15	2.166734e-15
1.534000e+00	2.167144e-15	2.167144e-15	2.167144e-15
1.535000e+00	2.167769e-15	2.167769e-15	2.167769e-15
1.536000e+00	2.168603e-15	2.168603e-15	2.168603e-15
1.537000e+00	2.169640e-15	2.169640e-15	2.169640e-15
1.538000e+00	2.170875e-15	2.170875e-15	2.170875e-15
1.539000e+00	2.172300e-15	2.172300e-15	2.172300e-15
1.540000e+00	2.173908e-15	2.173908e-15	2.173908e-15
1.541000e+00	2.175694e-15	2.175694e-15	2.175694e-15
1.542000e+00	2.177649e-15	2.177649e-15	2.177649e-15
1.543000e+00	2.179766e-15	2.179766e-15	2.179766e-15
1.544000e+00	2.182038e-15	2.182038e-15	2.182038e-15
1.545000e+00	2.184458e-15	2.184458e-15	2.184458e-15
1.546000e+00	2.187017e-15	2.187017e-15	2.187017e-15
1.547000e+00	2.189707e-15	2.189707e-15	2.189707e-15
1.548000e+00	2.192522e-15	2.192522e-15	2.192522e-15
1.549000e+00	2.195451e-15	2.195451e-15	2.195451e-15
1.550000e+00	2.198487e-15	2.198487e-15	2.198487e-15
1.551000e+00	2.201622e-15	2.201622e-15	2.201622e-15
1.552000e+00	2.204846e-15	2.204846e-15	2.204846e-15
1.553000e+00	2.208152e-15	2.208152e-15	2.208152e-15
1.554000e+00	2.211529e-15	2.211529e-15	2.211529e-15
1.555000e+00	2.214969e-15	2.214969e-15	2.214969e-15
1.556000e+00	2.218464e-15	2.218464e-15	2.218464e-15
1.557000e+00	2.222003e-15	2.222003e-15	2.222003e-15
1.558000e+00	2.225578e-15	2.225578e-15	2.225578e-15
1.559000e+00	2.229179e-15	2.229179e-15	2.229179e-15
1.560000e+00	2.232797e-15	2.232797e-15	2.232797e-15
1.561000e+00	2.236424e-15	2.236424e-15	2.236424e-15
1.562000e+00	2.240050e-15	2.240050e-15	2.240050e-15
1.563000e+00	2.243666e-15	2.243666e-15	2.243666e-15
1.564000e+00	2.247264e-15	2.247264e-15	2.247264e-15
1.565000e+00	2.250834e-15	2.250834e-15	2.250834e-15
1.566000e+00	2.254370e-15	2.254370e-15	2.254370e-15
1.567000e+00	2.257863e-15	2.257863e-15	2.257863e-15
1.568000e+00	2.261304e-15	2.261304e-15	2.261304e-15
1.569000e+00	2.264688e-15	2.264688e-15	2.264688e-15
1.570000e+00	2.268006e-15	2.268006e-15	2.268006e-15
1.571000e+00	2.271252e-15	2.271252e-15	2.271252e-15
1.572000e+00	2.274421e-15	2.274421e-15	2.274421e-15
1.573000e+00	2.277506e-15	2.277506e-15	2.277506e-15
1.574000e+00	2.280502e-15	2.280502e-15	2.280502e-15
1.575000e+00	2.283404e-15	2.283404e-15	2.283404e-15
1.576000e+00	2.286208e-15	2.286208e-15	2.286208e-15
1.577000e+00	2.288910e-15	2.288910e-15	2.288910e-15
1.578000e+00	2.291506e-15	2.291506e-15	2.291506e-15
1.579000e+00	2.293994e-15	2.293994e-15	2.293994e-15
1.580000e+00	2.296371e-15	2.296371e-15	2.296371e-15
1.581000e+00	2.298634e-15	2.298634e-15	2.298634e-15
1.582000e+00	2.300782e-15	2.300782e-15	2.300782e-15
1.583000e+00	2.302814e-15	2.302814e-15	2.302814e-15
1.584000e+00	2.304728e-15	2.304728e-15	2.304728e-15
1.585000e+00	2.306524e-15	2.306524e-15	2.306524e-15
1.586000e+00	2.308201e-15	2.308201e-15	2.308201e-15
1.587000e+00	2.309759e-15	2.309759e-15	2.309759e-15
1.588000e+00	2.311198e-15	2.311198e-15	2.311198e-15
1.589000e+00	2.312519e-15	2.312519e-15	2.312519e-15
1.590000e+00	2.313723e-15	2.313723e-15	2.313723e-15
1.591000e+00	2.314809e-15	2.314809e-15	2.314809e-15
1.592000e+00	2.315779e-15	2.315779e-15	2.315779e-15
1.593000e+00	2.316634e-15	2.316634e-15	2.316634e-15
1.594000e+00	2.317376e-15	2.317376e-15	2.317376e-15
1.595000e+00	2.318005e-15	2.318005e-15	2.318005e-15
1.596000e+00	2.318524e-15	2.318524e-15	2.318524e-15
1.597000e+00	2.318933e-15	2.318933e-15	2.318933e-15
1.598000e+00	2.319235e-15	2.319235e-15	2.319235e-15
1.599000e+00	2.319432e-15	2.319432e-15	2.319432e-15
1.600000e+00	2.319525e-15	2.319525e-15	2.319525e-15
1.601000e+00	2.319517e-15	2.319517e-15	2.319517e-15
1.602000e+00	2.319409e-15	2.319409e-15	2.319409e-15
1.603000e+00	2.319203e-15	2.319203e-15	2.319203e-15
1.604000e+00	2.318903e-15	2.318903e-15	2.318903e-15
1.605000e+00	2.318510e-15	2.318510e-15	2.318510e-15
1.606000e+00	2.318026e-15	2.318026e-15	2.318026e-15
1.607000e+00	2.317454e-15	2.317454e-15	2.317454e-15
1.608000e+00	2.316796e-15	2.316796e-15	2.316796e-15
1.609000e+00	2.316055e-15	2.316055e-15	2.316055e-15
1.610000e+00	2.315232e-15	2.315232e-15	2.315232e-15
1.611000e+00	2.314332e-15	2.314332e-15	2.314332e-15
1.612000e+00	2.313354e-15	2.313354e-15	2.313354e-15
1.613000e+00	2.312303e-15	2.312303e-15	2.312303e-15
1.614000e+00	2.311180e-15	2.311180e-15	2.311180e-15
1.615000e+00	2.309988e-15	2.309988e-15	2.309988e-15
1.616000e+00	2.308728e-15	2.308728e-15	2.308728e-15
1.617000e+00	2.307403e-15	2.307403e-15	2.307403e-15
1.618000e+00	2.306015e-15	2.306015e-15	2.306015e-15
1.619000e+00	2.304566e-15	2.304566e-15	2.304566e-15
1.620000e+00	2.303056e-15	2.303056e-15	2.303056e-15
1.621000e+00	2.301488e-15	2.301488e-15	2.301488e-15
1.622000e+00	2.299864e-15	2.299864e-15	2.299864e-15
1.623000e+00	2.298183e-15	2.298183e-15	2.298183e-15
1.624000e+00	2.296448e-15	2.296448e-15	2.296448e-15
1.625000e+00	2.294658e-15	2.294658e-15	2.294658e-15
1.626000e+00	2.292815e-15	2.292815e-15	2.292815e-15
1.627000e+00	2.290919e-15	2.290919e-15	2.290919e-15
1.628000e+00	2.288969e-15	2.288969e-15	2.288969e-15
1.629000e+00	2.286966e-15	2.286966e-15	2.286966e-15
1.630000e+00	2.284909e-15	2.284909e-15	2.284909e-15
1.631000e+00	2.282798e-15	2.282798e-15	2.282798e-15
1.632000e+00	2.280632e-15	2.280632e-15	2.280632e-15
1.633000e+00	2.278410e-15	2.278410e-15	2.278410e-15
1.634000e+00	2.276131e-15	2.276131e-15	2.276131e-15
1.635000e+00	2.273794e-15	2.273794e-15	2.273794e-15
1.636000e+00	2.271397e-15	2.271397e-15	2.271397e-15
1.637000e+00	2.268938e-15	2.268938e-15	2.268938e-15
1.638000e+00	2.266416e-15	2.266416e-15	2.266416e-15
1.639000e+00	2.263830e-15	2.263830e-15	2.263830e-15
1.640000e+00	2.261177e-15	2.261177e-15	2.261177e-15
1.641000e+00	2.258456e-15	2.258456e-15	2.258456e-15
1.642000e+00	2.255665e-15	2.255665e-15	2.255665e-15
1.643000e+00	2.252802e-15	2.252802e-15	2.252802e-15
1.644000e+00	2.249865e-15	2.249865e-15	2.249865e-15
1.645000e+00	2.246853e-15	2.246853e-15	2.246853e-15
1.646000e+00	2.243764e-15	2.243764e-15	2.243764e-15
1.647000e+00	2.240597e-15	2.240597e-15	2.240597e-15
1.648000e+00	2.237351e-15	2.237351e-15	2.237351e-15
1.649000e+00	2.234023e-15	2.234023e-15	2.234023e-15
1.650000e+00	2.230615e-15	2.230615e-15	2.230615e-15
1.651000e+00	2.227124e-15	2.227124e-15	2.227124e-15
1.652000e+00	2.223551e-15	2.223551e-15	2.223551e-15
1.653000e+00	2.219894e-15	2.219894e-15	2.219894e-15
1.654000e+00	2.216156e-15	2.216156e-15	2.216156e-15
1.655000e+00	2.212335e-15	2.212335e-15	2.212335e-15
1.656000e+00	2.208432e-15	2.208432e-15	2.208432e-15
1.657000e+00	2.204449e-15	2.204449e-15	2.204449e-15
1.658000e+00	2.200387e-15	2.200387e-15	2.200387e-15
1.659000e+00	2.196248e-15	2.196248e-15	2.196248e-15
1.660000e+00	2.192033e-15	2.192033e-15	2.192033e-15
1.661000e+00	2.187746e-15	2.187746e-15	2.187746e-15
1.662000e+00	2.183388e-15	2.183388e-15	2.183388e-15
1.663000e+00	2.178963e-15	2.178963e-15	2.178963e-15
1.664000e+00	2.174475e-15	2.174475e-15	2.174475e-15
1.665000e+00	2.169927e-15	2.169927e-15	2.169927e-15
1.666000e+00	2.165323e-15	2.165323e-15	2.165323e-15
1.667000e+00	2.160668e-15	2.160668e-15	2.160668e-15
1.668000e+00	2.155967e-15	2.155967e-15	2.155967e-15
1.669000e+00	2.151224e-15	2.151224e-15	2.151224e-15
1.670000e+00	2.146445e-15	2.146445e-15	2.146445e-15
1.671000e+00	2.141636e-15	2.141636e-15	2.141636e-15
1.672000e+00	2.136803e-15	2.136803e-15	2.136803e-15
1.673000e+00	2.131950e-15	2.131950e-15	2.131950e-15
1.674000e+00	2.127085e-15	2.127085e-15	2.127085e-15
1.675000e+00	2.122214e-15	2.122214e-15	2.122214e-15
1.676000e+00	2.117344e-15	2.117344e-15	2.117344e-15
1.677000e+00	2.112480e-15	2.112480e-15	2.112480e-15
1.678000e+00	2.107630e-15	2.107630e-15	2.107630e-15
1.679000e+00	2.102799e-15	2.102799e-15	2.102799e-15
1.680000e+00	2.097996e-15	2.097996e-15	2.097996e-15
1.681000e+00	2.093226e-15	2.093226e-15	2.093226e-15
1.682000e+00	2.088496e-15	2.088496e-15	2.088496e-15
1.683000e+00	2.083813e-15	2.083813e-15	2.083813e-15
1.684000e+00	2.079184e-15	2.079184e-15	2.079184e-15
1.685000e+00	2.074614e-15	2.074614e-15	2.074614e-15
1.686000e+00	2.070110e-15	2.070110e-15	2.070110e-15
1.687000e+00	2.065678e-15	2.065678e-15	2.065678e-15
1.688000e+00	2.061325e-15	2.061325e-15	2.061325e-15
1.689000e+00	2.057056e-15	2.057056e-15	2.057056e-15
1.690000e+00	2.052878e-15	2.052878e-15	2.052878e-15
1.691000e+00	2.048795e-15	2.048795e-15	2.048795e-15
1.692000e+00	2.044814e-15	2.044814e-15	2.044814e-15
1.693000e+00	2.040940e-15	2.040940e-15	2.040940e-15
1.694000e+00	2.037178e-15	2.037178e-15	2.037178e-15
1.695000e+00	2.033534e-15	2.033534e-15	2.033534e-15
1.696000e+00	2.030012e-15	2.030012e-15	2.030012e-15
1.697000e+00	2.026617e-15	2.026617e-15	2.026617e-15
1.698000e+00	2.023355e-15	2.023355e-15	2.023355e-15
1.699000e+00	2.020228e-15	2.020228e-15	2.020228e-15
1.700000e+00	2.017243e-15	2.017243e-15	2.017243e-15
1.701000e+00	2.014403e-15	2.014403e-15	2.014403e-15
1.702000e+00	2.011712e-15	2.011712e-15	2.011712e-15
1.703000e+00	2.009175e-15	2.009175e-15	2.009175e-15
1.704000e+00	2.006795e-15	2.006795e-15	2.006795e-15
1.705000e+00	2.004575e-15	2.004575e-15	2.004575e-15
1.706000e+00	2.002520e-15	2.002520e-15	2.002520e-15
1.707000e+00	2.000632e-15	2.000632e-15	2.000632e-15
1.708000e+00	1.998914e-15	1.998914e-15	1.998914e-15
1.709000e+00	1.997370e-15	1.997370e-15	1.997370e-15
1.710000e+00	1.996002e-15	1.996002e-15	1.996002e-15
1.711000e+00	1.994812e-15	1.994812e-15	1.994812e-15
1.712000e+00	1.993801e-15	1.993801e-15	1.993801e-15
1.713000e+00	1.992973e-15	1.992973e-15	1.992973e-15
1.714000e+00	1.992328e-15	1.992328e-15	1.992328e-15
1.715000e+00	1.991867e-15	1.991867e-15	1.991867e-15
1.716000e+00	1.991591e-15	1.991591e-15	1.991591e-15
1.717000e+00	1.991500e-15	1.991500e-15	1.991500e-15
1.718000e+00	1.991594e-15	1.991594e-15	1.991594e-15
1.719000e+00	1.991871e-15	1.991871e-15	1.991871e-15
1.720000e+00	1.992332e-15	1.992332e-15	1.992332e-15
1.721000e+00	1.992975e-15	1.992975e-15	1.992975e-15
1.722000e+00	1.993797e-15	1.993797e-15	1.993797e-15
1.723000e+00	1.994796e-15	1.994796e-15	1.994796e-15
1.724000e+00	1.995968e-15	1.995968e-15	1.995968e-15
1.725000e+00	1.997311e-15	1.997311e-15	1.997311e-15
1.726000e+00	1.998820e-15	1.998820e-15	1.998820e-15
1.727000e+00	2.000491e-15	2.000491e-15	2.000491e-15
1.728000e+00	2.002318e-15	2.002318e-15	2.002318e-15
1.729000e+00	2.004295e-15	2.004295e-15	2.004295e-15
1.730000e+00	2.006417e-15	2.006417e-15	2.006417e-15
1.731000e+00	2.008676e-15	2.008676e-15	2.008676e-15
1.732000e+00	2.011066e-15	2.011066e-15	2.011066e-15
1.733000e+00	2.013579e-15	2.013579e-15	2.013579e-15
1.734000e+00	2.016207e-15	2.016207e-15	2.016207e-15
1.735000e+00	2.018941e-15	2.018941e-15	2.018941e-15
1.736000e+00	2.021772e-15	2.021772e-15	2.021772e-15
1.737000e+00	2.024691e-15	2.024691e-15	2.024691e-15
1.738000e+00	2.027689e-15	2.027689e-15	2.027689e-15
1.739000e+00	2.030756e-15	2.030756e-15	2.030756e-15
1.740000e+00	2.033881e-15	2.033881e-15	2.033881e-15
1.741000e+00	2.037054e-15	2.037054e-15	2.037054e-15
1.742000e+00	2.040265e-15	2.040265e-15	2.040265e-15
1.743000e+00	2.043504e-15	2.043504e-15	2.043504e-15
1.744000e+00	2.046758e-15	2.046758e-15	2.046758e-15
1.745000e+00	2.050018e-15	2.050018e-15	2.050018e-15
1.746000e+00	2.053274e-15	2.053274e-15	2.053274e-15
1.747000e+00	2.056513e-15	2.056513e-15	2.056513e-15
1.748000e+00	2.059726e-15	2.059726e-15	2.059726e-15
1.749000e+00	2.062903e-15	2.062903e-15	2.062903e-15
1.750000e+00	2.066032e-15	2.066032e-15	2.066032e-15
1.751000e+00	2.069105e-15	2.069105e-15	2.069105e-15
1.752000e+00	2.072111e-15	2.072111e-15	2.072111e-15
1.753000e+00	2.075041e-15	2.075041e-15	2.075041e-15
1.754000e+00	2.077887e-15	2.077887e-15	2.077887e-15
1.755000e+00	2.080639e-15	2.080639e-15	2.080639e-15
1.756000e+00	2.083289e-15	2.083289e-15	2.083289e-15
1.757000e+00	2.085831e-15	2.085831e-15	2.085831e-15
1.758000e+00	2.088257e-15	2.088257e-15	2.088257e-15
1.759000e+00	2.090560e-15	2.090560e-15	2.090560e-15
1.760000e+00	2.092735e-15	2.092735e-15	2.092735e-15
1.761000e+00	2.094776e-15	2.094776e-15	2.094776e-15
1.762000e+00	2.096680e-15	2.096680e-15	2.096680e-15
1.763000e+00	2.098442e-15	2.098442e-15	2.098442e-15
1.764000e+00	2.100059e-15	2.100059e-15	2.100059e-15
1.765000e+00	2.101529e-15	2.101529e-15	2.101529e-15
1.766000e+00	2.102850e-15	2.102850e-15	2.102850e-15
1.767000e+00	2.104022e-15	2.104022e-15	2.104022e-15
1.768000e+00	2.105044e-15	2.105044e-15	2.105044e-15
1.769000e+00	2.105917e-15	2.105917e-15	2.105917e-15
1.770000e+00	2.106644e-15	2.106644e-15	2.106644e-15
1.771000e+00	2.107225e-15	2.107225e-15	2.107225e-15
1.772000e+00	2.107665e-15	2.107665e-15	2.107665e-15
1.773000e+00	2.107967e-15	2.107967e-15	2.107967e-15
1.774000e+00	2.108136e-15	2.108136e-15	2.108136e-15
1.775000e+00	2.108178e-15	2.108178e-15	2.108178e-15
1.776000e+00	2.108099e-15	2.108099e-15	2.108099e-15
1.777000e+00	2.107906e-15	2.107906e-15	2.107906e-15
1.778000e+00	2.107607e-15	2.107607e-15	2.107607e-15
1.779000e+00	2.107210e-15	2.107210e-15	2.107210e-15
1.780000e+00	2.106724e-15	2.106724e-15	2.106724e-15
1.781000e+00	2.106159e-15	2.106159e-15	2.106159e-15
1.782000e+00	2.105526e-15	2.105526e-15	2.105526e-15
1.783000e+00	2.104836e-15	2.104836e-15	2.104836e-15
1.784000e+00	2.104099e-15	2.104099e-15	2.104099e-15
1.785000e+00	2.103327e-15	2.103327e-15	2.103327e-15
1.786000e+00	2.102534e-15	2.102534e-15	2.102534e-15
1.787000e+00	2.101731e-15	2.101731e-15	2.101731e-15
1.788000e+00	2.100932e-15	2.100932e-15	2.100932e-15
1.789000e+00	2.100149e-15	2.100149e-15	2.100149e-15
1.790000e+00	2.099396e-15	2.099396e-15	2.099396e-15
1.791000e+00	2.098686e-15	2.098686e-15	2.098686e-15
1.792000e+00	2.098033e-15	2.098033e-15	2.098033e-15
1.793000e+00	2.097450e-15	2.097450e-15	2.097450e-15
1.794000e+00	2.096951e-15	2.096951e-15	2.096951e-15
1.795000e+00	2.096548e-15	2.096548e-15	2.096548e-15
1.796000e+00	2.096256e-15	2.096256e-15	2.096256e-15
1.797000e+00	2.096086e-15	2.096086e-15	2.096086e-15
1.798000e+00	2.096050e-15	2.096050e-15	2.096050e-15
1.799000e+00	2.096162e-15	2.096162e-15	2.096162e-15
1.800000e+00	2.096432e-15	2.096432e-15	2.096432e-15
1.801000e+00	2.096871e-15	2.096871e-15	2.096871e-15
1.802000e+00	2.097490e-15	2.097490e-15	2.097490e-15
1.803000e+00	2.098298e-15	2.098298e-15	2.098298e-15
1.804000e+00	2.099305e-15	2.099305e-15	2.099305e-15
1.805000e+00	2.100519e-15	2.100519e-15	2.100519e-15
1.806000e+00	2.101947e-15	2.101947e-15	2.101947e-15
1.807000e+00	2.103596e-15	2.103596e-15	2.103596e-15
1.808000e+00	2.105472e-15	2.105472e-15	2.105472e-15
1.809000e+00	2.107579e-15	2.107579e-15	2.107579e-15
1.810000e+00	2.109921e-15	2.109921e-15	2.109921e-15
1.811000e+00	2.112502e-15	2.112502e-15	2.112502e-15
1.812000e+00	2.115322e-15	2.115322e-15	2.115322e-15
1.813000e+00	2.118382e-15	2.118382e-15	2.118382e-15
1.814000e+00	2.121682e-15	2.121682e-15	2.121682e-15
1.815000e+00	2.125220e-15	2.125220e-15	2.125220e-15
1.816000e+00	2.128994e-15	2.128994e-15	2.128994e-15
1.817000e+00	2.132999e-15	2.132999e-15	2.132999e-15
1.818000e+00	2.137232e-15	2.137232e-15	2.137232e-15
1.819000e+00	2.141685e-15	2.141685e-15	2.141685e-15
1.820000e+00	2.146352e-15	2.146352e-15	2.146352e-15
1.821000e+00	2.151225e-15	2.151225e-15	2.151225e-15
1.822000e+00	2.156294e-15	2.156294e-15	2.156294e-15
1.823000e+00	2.161549e-15	2.161549e-15	2.161549e-15
1.824000e+00	2.166979e-15	2.166979e-15	2.166979e-15
1.825000e+00	2.172573e-15	2.172573e-15	2.172573e-15
1.826000e+00	2.178316e-15	2.178316e-15	2.178316e-15
1.827000e+00	2.184196e-15	2.184196e-15	2.184196e-15
1.828000e+00	2.190198e-15	2.190198e-15	2.190198e-15
1.829000e+00	2.196307e-15	2.196307e-15	2.196307e-15
1.830000e+00	2.202508e-15	2.202508e-15	2.202508e-15
1.831000e+00	2.208784e-15	2.208784e-15	2.208784e-15
1.832000e+00	2.215118e-15	2.215118e-15	2.215118e-15
1.833000e+00	2.221495e-15	2.221495e-15	2.221495e-15
1.834000e+00	2.227897e-15	2.227897e-15	2.227897e-15
1.835000e+00	2.234306e-15	2.234306e-15	2.234306e-15
1.836000e+00	2.240706e-15	2.240706e-15	2.240706e-15
1.837000e+00	2.247080e-15	2.247080e-15	2.247080e-15
1.838000e+00	2.253409e-15	2.253409e-15	2.253409e-15
1.839000e+00	2.259679e-15	2.259679e-15	2.259679e-15
1.840000e+00	2.265872e-15	2.265872e-15	2.265872e-15
1.841000e+00	2.271972e-15	2.271972e-15	2.271972e-15
1.842000e+00	2.277964e-15	2.277964e-15	2.277964e-15
1.843000e+00	2.283832e-15	2.283832e-15	2.283832e-15
1.844000e+00	2.289563e-15	2.289563e-15	2.289563e-15
1.845000e+00	2.295144e-15	2.295144e-15	2.295144e-15
1.846000e+00	2.300560e-15	2.300560e-15	2.300560e-15
1.847000e+00	2.305801e-15	2.305801e-15	2.305801e-15
1.848000e+00	2.310855e-15	2.310855e-15	2.310855e-15
1.849000e+00	2.315713e-15	2.315713e-15	2.315713e-15
1.850000e+00	2.320364e-15	2.320364e-15	2.320364e-15
1.851000e+00	2.324802e-15	2.324802e-15	2.324802e-15
1.852000e+00	2.329019e-15	2.329019e-15	2.329019e-15
1.853000e+00	2.333008e-15	2.333008e-15	2.333008e-15
1.854000e+00	2.336766e-15	2.336766e-15	2.336766e-15
1.855000e+00	2.340288e-15	2.340288e-15	2.340288e-15
1.856000e+00	2.343570e-15	2.343570e-15	2.343570e-15
1.857000e+00	2.346612e-15	2.346612e-15	2.346612e-15
1.858000e+00	2.349412e-15	2.349412e-15	2.349412e-15
1.859000e+00	2.351971e-15	2.351971e-15	2.351971e-15
1.860000e+00	2.354289e-15	2.354289e-15	2.354289e-15
1.861000e+00	2.356367e-15	2.356367e-15	2.356367e-15
1.862000e+00	2.358210e-15	2.358210e-15	2.358210e-15
1.863000e+00	2.359821e-15	2.359821e-15	2.359821e-15
1.864000e+00	2.361204e-15	2.361204e-15	2.361204e-15
1.865000e+00	2.362363e-15	2.362363e-15	2.362363e-15
1.866000e+00	2.363306e-15	2.363306e-15	2.363306e-15
1.867000e+00	2.364037e-15	2.364037e-15	2.364037e-15
1.868000e+00	2.364564e-15	2.364564e-15	2.364564e-15
1.869000e+00	2.364894e-15	2.364894e-15	2.364894e-15
1.870000e+00	2.365035e-15	2.365035e-15	2.365035e-15
1.871000e+00	2.364995e-15	2.364995e-15	2.364995e-15
1.872000e+00	2.364781e-15	2.364781e-15	2.364781e-15
1.873000e+00	2.364402e-15	2.364402e-15	2.364402e-15
1.874000e+00	2.363866e-15	2.363866e-15	2.363866e-15
1.875000e+00	2.363183e-15	2.363183e-15	2.363183e-15
1.876000e+00	2.362358e-15	2.362358e-15	2.362358e-15
1.877000e+00	2.361402e-15	2.361402e-15	2.361402e-15
1.878000e+00	2.360322e-15	2.360322e-15	2.360322e-15
1.879000e+00	2.359126e-15	2.359126e-15	2.359126e-15
1.880000e+00	2.357820e-15	2.357820e-15	2.357820e-15
1.881000e+00	2.356412e-15	2.356412e-15	2.356412e-15
1.882000e+00	2.354908e-15	2.354908e-15	2.354908e-15
1.883000e+00	2.353314e-15	2.353314e-15	2.353314e-15
1.884000e+00	2.351636e-15	2.351636e-15	2.351636e-15
1.885000e+00	2.349880e-15	2.349880e-15	2.349880e-15
1.886000e+00	2.348048e-15	2.348048e-15	2.348048e-15
1.887000e+00	2.346146e-15	2.346146e-15	2.346146e-15
1.888000e+00	2.344177e-15	2.344177e-15	2.344177e-15
1.889000e+00	2.342143e-15	2.342143e-15	2.342143e-15
1.890000e+00	2.340047e-15	2.340047e-15	2.340047e-15
1.891000e+00	2.337892e-15	2.337892e-15	2.337892e-15
1.892000e+00	2.335677e-15	2.335677e-15	2.335677e-15
1.893000e+00	2.333405e-15	2.333405e-15	2.333405e-15
1.894000e+00	2.331076e-15	2.331076e-15	2.331076e-15
1.895000e+00	2.328689e-15	2.328689e-15	2.328689e-15
1.896000e+00	2.326246e-15	2.326246e-15	2.326246e-15
1.897000e+00	2.323745e-15	2.323745e-15	2.323745e-15
1.898000e+00	2.321185e-15	2.321185e-15	2.321185e-15
1.899000e+00	2.318567e-15	2.318567e-15	2.318567e-15
1.900000e+00	2.315888e-15	2.315888e-15	2.315888e-15
1.901000e+00	2.313149e-15	2.313149e-15	2.313149e-15
1.902000e+00	2.310347e-15	2.310347e-15	2.310347e-15
1.903000e+00	2.307481e-15	2.307481e-15	2.307481e-15
1.904000e+00	2.304551e-15	2.304551e-15	2.304551e-15
1.905000e+00	2.301555e-15	2.301555e-15	2.301555e-15
1.906000e+00	2.298493e-15	2.298493e-15	2.298493e-15
1.907000e+00	2.295363e-15	2.295363e-15	2.295363e-15
1.908000e+00	2.292165e-15	2.292165e-15	2.292165e-15
1.909000e+00	2.288898e-15	2.288898e-15	2.288898e-15
1.910000e+00	2.285563e-15	2.285563e-15	2.285563e-15
1.911000e+00	2.282158e-15	2.282158e-15	2.282158e-15
1.912000e+00	2.278685e-15	2.278685e-15	2.278685e-15
1.913000e+00	2.275145e-15	2.275145e-15	2.275145e-15
1.914000e+00	2.271536e-15	2.271536e-15	2.271536e-15
1.915000e+00	2.267862e-15	2.267862e-15	2.267862e-15
1.916000e+00	2.264122e-15	2.264122e-15	2.264122e-15
1.917000e+00	2.260319e-15	2.260319e-15	2.260319e-15
1.918000e+00	2.256454e-15	2.256454e-15	2.256454e-15
1.919000e+00	2.252529e-15	2.252529e-15	2.252529e-15
1.920000e+00	2.248548e-15	2.248548e-15	2.248548e-15
1.921000e+00	2.244511e-15	2.244511e-15	2.244511e-15
1.922000e+00	2.240423e-15	2.240423e-15	2.240423e-15
1.923000e+00	2.236287e-15	2.236287e-15	2.236287e-15
1.924000e+00	2.232105e-15	2.232105e-15	2.232105e-15
1.925000e+00	2.227882e-15	2.227882e-15	2.227882e-15
1.926000e+00	2.223621e-15	2.223621e-15	2.223621e-15
1.927000e+00	2.219326e-15	2.219326e-15	2.219326e-15
1.928000e+00	2.215002e-15	2.215002e-15	2.215002e-15
1.929000e+00	2.210653e-15	2.210653e-15	2.210653e-15
1.930000e+00	2.206284e-15	2.206284e-15	2.206284e-15
1.931000e+00	2.201899e-15	2.201899e-15	2.201899e-15
1.932000e+00	2.197505e-15	2.197505e-15	2.197505e-15
1.933000e+00	2.193106e-15	2.193106e-15	2.193106e-15
1.934000e+00	2.188708e-15	2.188708e-15	2.188708e-15
1.935000e+00	2.184317e-15	2.184317e-15	2.184317e-15
1.936000e+00	2.179939e-15	2.179939e-15	2.179939e-15
