# time(ps) 	kappa_ev_mean	kappa_ev_upper	kappa_ev_lower
2.982000e+00	-2.574931e-08	-2.574931e-08	-2.574931e-08
2.983000e+00	-2.571490e-08	-2.571490e-08	-2.571490e-08
2.984000e+00	-2.567595e-08	-2.567595e-08	-2.567595e-08
2.985000e+00	-2.563300e-08	-2.563300e-08	-2.563300e-08
2.986000e+00	-2.558659e-08	-2.558659e-08	-2.558659e-08
2.987000e+00	-2.553732e-08	-2.553732e-08	-2.553732e-08
2.988000e+00	-2.548575e-08	-2.548575e-08	-2.548575e-08
2.989000e+00	-2.543246e-08	-2.543246e-08	-2.543246e-08
2.990000e+00	-2.537801e-08	-2.537801e-08	-2.537801e-08
2.991000e+00	-2.532297e-08	-2.532297e-08	-2.532297e-08
2.992000e+00	-2.526786e-08	-2.526786e-08	-2.526786e-08
2.993000e+00	-2.521319e-08	-2.521319e-08	-2.521319e-08
2.994000e+00	-2.515946e-08	-2.515946e-08	-2.515946e-08
2.995000e+00	-2.510710e-08	-2.510710e-08	-2.510710e-08
2.996000e+00	-2.505655e-08	-2.505655e-08	-2.505655e-08
2.997000e+00	-2.500817e-08	-2.500817e-08	-2.500817e-08
2.998000e+00	-2.496230e-08	-2.496230e-08	-2.496230e-08
2.999000e+00	-2.491924e-08	-2.491924e-08	-2.491924e-08
3.000000e+00	-2.487924e-08	-2.487924e-08	-2.487924e-08
3.001000e+00	-2.484251e-08	-2.484251e-08	-2.484251e-08
3.002000e+00	-2.480922e-08	-2.480922e-08	-2.480922e-08
3.003000e+00	-2.477949e-08	-2.477949e-08	-2.477949e-08
3.004000e+00	-2.475339e-08	-2.475339e-08	-2.475339e-08
3.005000e+00	-2.473097e-08	-2.473097e-08	-2.473097e-08
3.006000e+00	-2.471224e-08	-2.471224e-08	-2.471224e-08
3.007000e+00	-2.469714e-08	-2.469714e-08	-2.469714e-08
3.008000e+00	-2.468563e-08	-2.468563e-08	-2.468563e-08
3.009000e+00	-2.467759e-08	-2.467759e-08	-2.467759e-08
3.010000e+00	-2.467290e-08	-2.467290e-08	-2.467290e-08
3.011000e+00	-2.467142e-08	-2.467142e-08	-2.467142e-08
3.012000e+00	-2.467298e-08	-2.467298e-08	-2.467298e-08
3.013000e+00	-2.467740e-08	-2.467740e-08	-2.467740e-08
3.014000e+00	-2.468448e-08	-2.468448e-08	-2.468448e-08
3.015000e+00	-2.469403e-08	-2.469403e-08	-2.469403e-08
3.016000e+00	-2.470583e-08	-2.470583e-08	-2.470583e-08
3.017000e+00	-2.471968e-08	-2.471968e-08	-2.471968e-08
3.018000e+00	-2.473538e-08	-2.473538e-08	-2.473538e-08
3.019000e+00	-2.475273e-08	-2.475273e-08	-2.475273e-08
3.020000e+00	-2.477154e-08	-2.477154e-08	-2.477154e-08
3.021000e+00	-2.479164e-08	-2.479164e-08	-2.479164e-08
3.022000e+00	-2.481284e-08	-2.481284e-08	-2.481284e-08
3.023000e+00	-2.483501e-08	-2.483501e-08	-2.483501e-08
3.024000e+00	-2.485800e-08	-2.485800e-08	-2.485800e-08
3.025000e+00	-2.488168e-08	-2.488168e-08	-2.488168e-08
3.026000e+00	-2.490594e-08	-2.490594e-08	-2.490594e-08
3.027000e+00	-2.493071e-08	-2.493071e-08	-2.493071e-08
3.028000e+00	-2.495588e-08	-2.495588e-08	-2.495588e-08
3.029000e+00	-2.498142e-08	-2.498142e-08	-2.498142e-08
3.030000e+00	-2.500727e-08	-2.500727e-08	-2.500727e-08
3.031000e+00	-2.503341e-08	-2.503341e-08	-2.503341e-08
3.032000e+00	-2.505983e-08	-2.505983e-08	-2.505983e-08
3.033000e+00	-2.508653e-08	-2.508653e-08	-2.508653e-08
3.034000e+00	-2.511354e-08	-2.511354e-08	-2.511354e-08
3.035000e+00	-2.514088e-08	-2.514088e-08	-2.514088e-08
3.036000e+00	-2.516860e-08	-2.516860e-08	-2.516860e-08
3.037000e+00	-2.519678e-08	-2.519678e-08	-2.519678e-08
3.038000e+00	-2.522546e-08	-2.522546e-08	-2.522546e-08
3.039000e+00	-2.525473e-08	-2.525473e-08	-2.525473e-08
3.040000e+00	-2.528469e-08	-2.528469e-08	-2.528469e-08
3.041000e+00	-2.531541e-08	-2.531541e-08	-2.531541e-08
3.042000e+00	-2.534700e-08	-2.534700e-08	-2.534700e-08
3.043000e+00	-2.537954e-08	-2.537954e-08	-2.537954e-08
3.044000e+00	-2.541313e-08	-2.541313e-08	-2.541313e-08
3.045000e+00	-2.544786e-08	-2.544786e-08	-2.544786e-08
3.046000e+00	-2.548381e-08	-2.548381e-08	-2.548381e-08
3.047000e+00	-2.552104e-08	-2.552104e-08	-2.552104e-08
3.048000e+00	-2.555961e-08	-2.555961e-08	-2.555961e-08
3.049000e+00	-2.559956e-08	-2.559956e-08	-2.559956e-08
3.050000e+00	-2.564091e-08	-2.564091e-08	-2.564091e-08
3.051000e+00	-2.568366e-08	-2.568366e-08	-2.568366e-08
3.052000e+00	-2.572780e-08	-2.572780e-08	-2.572780e-08
3.053000e+00	-2.577327e-08	-2.577327e-08	-2.577327e-08
3.054000e+00	-2.582001e-08	-2.582001e-08	-2.582001e-08
3.055000e+00	-2.586792e-08	-2.586792e-08	-2.586792e-08
3.056000e+00	-2.591689e-08	-2.591689e-08	-2.591689e-08
3.057000e+00	-2.596677e-08	-2.596677e-08	-2.596677e-08
3.058000e+00	-2.601740e-08	-2.601740e-08	-2.601740e-08
3.059000e+00	-2.606860e-08	-2.606860e-08	-2.606860e-08
3.060000e+00	-2.612015e-08	-2.612015e-08	-2.612015e-08
3.061000e+00	-2.617182e-08	-2.617182e-08	-2.617182e-08
3.062000e+00	-2.622337e-08	-2.622337e-08	-2.622337e-08
3.063000e+00	-2.627456e-08	-2.627456e-08	-2.627456e-08
3.064000e+00	-2.632509e-08	-2.632509e-08	-2.632509e-08
3.065000e+00	-2.637471e-08	-2.637471e-08	-2.637471e-08
3.066000e+00	-2.642313e-08	-2.642313e-08	-2.642313e-08
3.067000e+00	-2.647007e-08	-2.647007e-08	-2.647007e-08
3.068000e+00	-2.651524e-08	-2.651524e-08	-2.651524e-08
3.069000e+00	-2.655836e-08	-2.655836e-08	-2.655836e-08
3.070000e+00	-2.659916e-08	-2.659916e-08	-2.659916e-08
3.071000e+00	-2.663738e-08	-2.663738e-08	-2.663738e-08
3.072000e+00	-2.667278e-08	-2.667278e-08	-2.667278e-08
3.073000e+00	-2.670512e-08	-2.670512e-08	-2.670512e-08
3.074000e+00	-2.673420e-08	-2.673420e-08	-2.673420e-08
3.075000e+00	-2.675982e-08	-2.675982e-08	-2.675982e-08
3.076000e+00	-2.678181e-08	-2.678181e-08	-2.678181e-08
3.077000e+00	-2.680006e-08	-2.680006e-08	-2.680006e-08
3.078000e+00	-2.681444e-08	-2.681444e-08	-2.681444e-08
3.079000e+00	-2.682487e-08	-2.682487e-08	-2.682487e-08
3.080000e+00	-2.683133e-08	-2.683133e-08	-2.683133e-08
3.081000e+00	-2.683379e-08	-2.683379e-08	-2.683379e-08
3.082000e+00	-2.683227e-08	-2.683227e-08	-2.683227e-08
3.083000e+00	-2.682684e-08	-2.682684e-08	-2.682684e-08
3.084000e+00	-2.681759e-08	-2.681759e-08	-2.681759e-08
3.085000e+00	-2.680465e-08	-2.680465e-08	-2.680465e-08
3.086000e+00	-2.678817e-08	-2.678817e-08	-2.678817e-08
3.087000e+00	-2.676835e-08	-2.676835e-08	-2.676835e-08
3.088000e+00	-2.674541e-08	-2.674541e-08	-2.674541e-08
3.089000e+00	-2.671961e-08	-2.671961e-08	-2.671961e-08
3.090000e+00	-2.669122e-08	-2.669122e-08	-2.669122e-08
3.091000e+00	-2.666056e-08	-2.666056e-08	-2.666056e-08
3.092000e+00	-2.662795e-08	-2.662795e-08	-2.662795e-08
3.093000e+00	-2.659375e-08	-2.659375e-08	-2.659375e-08
3.094000e+00	-2.655834e-08	-2.655834e-08	-2.655834e-08
3.095000e+00	-2.652209e-08	-2.652209e-08	-2.652209e-08
3.096000e+00	-2.648540e-08	-2.648540e-08	-2.648540e-08
3.097000e+00	-2.644870e-08	-2.644870e-08	-2.644870e-08
3.098000e+00	-2.641239e-08	-2.641239e-08	-2.641239e-08
3.099000e+00	-2.637689e-08	-2.637689e-08	-2.637689e-08
3.100000e+00	-2.634262e-08	-2.634262e-08	-2.634262e-08
3.101000e+00	-2.631000e-08	-2.631000e-08	-2.631000e-08
3.102000e+00	-2.627944e-08	-2.627944e-08	-2.627944e-08
3.103000e+00	-2.625132e-08	-2.625132e-08	-2.625132e-08
3.104000e+00	-2.622605e-08	-2.622605e-08	-2.622605e-08
3.105000e+00	-2.620396e-08	-2.620396e-08	-2.620396e-08
3.106000e+00	-2.618540e-08	-2.618540e-08	-2.618540e-08
3.107000e+00	-2.617069e-08	-2.617069e-08	-2.617069e-08
3.108000e+00	-2.616009e-08	-2.616009e-08	-2.616009e-08
3.109000e+00	-2.615385e-08	-2.615385e-08	-2.615385e-08
3.110000e+00	-2.615217e-08	-2.615217e-08	-2.615217e-08
3.111000e+00	-2.615523e-08	-2.615523e-08	-2.615523e-08
3.112000e+00	-2.616314e-08	-2.616314e-08	-2.616314e-08
3.113000e+00	-2.617597e-08	-2.617597e-08	-2.617597e-08
3.114000e+00	-2.619376e-08	-2.619376e-08	-2.619376e-08
3.115000e+00	-2.621649e-08	-2.621649e-08	-2.621649e-08
3.116000e+00	-2.624409e-08	-2.624409e-08	-2.624409e-08
3.117000e+00	-2.627645e-08	-2.627645e-08	-2.627645e-08
3.118000e+00	-2.631341e-08	-2.631341e-08	-2.631341e-08
3.119000e+00	-2.635477e-08	-2.635477e-08	-2.635477e-08
3.120000e+00	-2.640029e-08	-2.640029e-08	-2.640029e-08
3.121000e+00	-2.644967e-08	-2.644967e-08	-2.644967e-08
3.122000e+00	-2.650261e-08	-2.650261e-08	-2.650261e-08
3.123000e+00	-2.655874e-08	-2.655874e-08	-2.655874e-08
3.124000e+00	-2.661768e-08	-2.661768e-08	-2.661768e-08
3.125000e+00	-2.667903e-08	-2.667903e-08	-2.667903e-08
3.126000e+00	-2.674235e-08	-2.674235e-08	-2.674235e-08
3.127000e+00	-2.680720e-08	-2.680720e-08	-2.680720e-08
3.128000e+00	-2.687312e-08	-2.687312e-08	-2.687312e-08
3.129000e+00	-2.693966e-08	-2.693966e-08	-2.693966e-08
3.130000e+00	-2.700634e-08	-2.700634e-08	-2.700634e-08
3.131000e+00	-2.707270e-08	-2.707270e-08	-2.707270e-08
3.132000e+00	-2.713828e-08	-2.713828e-08	-2.713828e-08
3.133000e+00	-2.720265e-08	-2.720265e-08	-2.720265e-08
3.134000e+00	-2.726536e-08	-2.726536e-08	-2.726536e-08
3.135000e+00	-2.732601e-08	-2.732601e-08	-2.732601e-08
3.136000e+00	-2.738421e-08	-2.738421e-08	-2.738421e-08
3.137000e+00	-2.743960e-08	-2.743960e-08	-2.743960e-08
3.138000e+00	-2.749184e-08	-2.749184e-08	-2.749184e-08
3.139000e+00	-2.754063e-08	-2.754063e-08	-2.754063e-08
3.140000e+00	-2.758571e-08	-2.758571e-08	-2.758571e-08
3.141000e+00	-2.762684e-08	-2.762684e-08	-2.762684e-08
3.142000e+00	-2.766384e-08	-2.766384e-08	-2.766384e-08
3.143000e+00	-2.769655e-08	-2.769655e-08	-2.769655e-08
3.144000e+00	-2.772487e-08	-2.772487e-08	-2.772487e-08
3.145000e+00	-2.774871e-08	-2.774871e-08	-2.774871e-08
3.146000e+00	-2.776806e-08	-2.776806e-08	-2.776806e-08
3.147000e+00	-2.778292e-08	-2.778292e-08	-2.778292e-08
3.148000e+00	-2.779334e-08	-2.779334e-08	-2.779334e-08
3.149000e+00	-2.779942e-08	-2.779942e-08	-2.779942e-08
3.150000e+00	-2.780128e-08	-2.780128e-08	-2.780128e-08
3.151000e+00	-2.779910e-08	-2.779910e-08	-2.779910e-08
3.152000e+00	-2.779306e-08	-2.779306e-08	-2.779306e-08
3.153000e+00	-2.778341e-08	-2.778341e-08	-2.778341e-08
3.154000e+00	-2.777039e-08	-2.777039e-08	-2.777039e-08
3.155000e+00	-2.775431e-08	-2.775431e-08	-2.775431e-08
3.156000e+00	-2.773546e-08	-2.773546e-08	-2.773546e-08
3.157000e+00	-2.771419e-08	-2.771419e-08	-2.771419e-08
3.158000e+00	-2.769084e-08	-2.769084e-08	-2.769084e-08
3.159000e+00	-2.766578e-08	-2.766578e-08	-2.766578e-08
3.160000e+00	-2.763937e-08	-2.763937e-08	-2.763937e-08
3.161000e+00	-2.761200e-08	-2.761200e-08	-2.761200e-08
3.162000e+00	-2.758405e-08	-2.758405e-08	-2.758405e-08
3.163000e+00	-2.755591e-08	-2.755591e-08	-2.755591e-08
3.164000e+00	-2.752795e-08	-2.752795e-08	-2.752795e-08
3.165000e+00	-2.750055e-08	-2.750055e-08	-2.750055e-08
3.166000e+00	-2.747407e-08	-2.747407e-08	-2.747407e-08
3.167000e+00	-2.744886e-08	-2.744886e-08	-2.744886e-08
3.168000e+00	-2.742524e-08	-2.742524e-08	-2.742524e-08
3.169000e+00	-2.740355e-08	-2.740355e-08	-2.740355e-08
3.170000e+00	-2.738405e-08	-2.738405e-08	-2.738405e-08
3.171000e+00	-2.736701e-08	-2.736701e-08	-2.736701e-08
3.172000e+00	-2.735266e-08	-2.735266e-08	-2.735266e-08
3.173000e+00	-2.734120e-08	-2.734120e-08	-2.734120e-08
3.174000e+00	-2.733280e-08	-2.733280e-08	-2.733280e-08
3.175000e+00	-2.732758e-08	-2.732758e-08	-2.732758e-08
3.176000e+00	-2.732563e-08	-2.732563e-08	-2.732563e-08
3.177000e+00	-2.732700e-08	-2.732700e-08	-2.732700e-08
3.178000e+00	-2.733169e-08	-2.733169e-08	-2.733169e-08
3.179000e+00	-2.733966e-08	-2.733966e-08	-2.733966e-08
3.180000e+00	-2.735083e-08	-2.735083e-08	-2.735083e-08
3.181000e+00	-2.736508e-08	-2.736508e-08	-2.736508e-08
3.182000e+00	-2.738222e-08	-2.738222e-08	-2.738222e-08
3.183000e+00	-2.740205e-08	-2.740205e-08	-2.740205e-08
3.184000e+00	-2.742431e-08	-2.742431e-08	-2.742431e-08
3.185000e+00	-2.744871e-08	-2.744871e-08	-2.744871e-08
3.186000e+00	-2.747491e-08	-2.747491e-08	-2.747491e-08
3.187000e+00	-2.750257e-08	-2.750257e-08	-2.750257e-08
3.188000e+00	-2.753127e-08	-2.753127e-08	-2.753127e-08
3.189000e+00	-2.756061e-08	-2.756061e-08	-2.756061e-08
3.190000e+00	-2.759014e-08	-2.759014e-08	-2.759014e-08
3.191000e+00	-2.761941e-08	-2.761941e-08	-2.761941e-08
3.192000e+00	-2.764795e-08	-2.764795e-08	-2.764795e-08
3.193000e+00	-2.767529e-08	-2.767529e-08	-2.767529e-08
3.194000e+00	-2.770096e-08	-2.770096e-08	-2.770096e-08
3.195000e+00	-2.772448e-08	-2.772448e-08	-2.772448e-08
3.196000e+00	-2.774538e-08	-2.774538e-08	-2.774538e-08
3.197000e+00	-2.776323e-08	-2.776323e-08	-2.776323e-08
3.198000e+00	-2.777757e-08	-2.777757e-08	-2.777757e-08
3.199000e+00	-2.778801e-08	-2.778801e-08	-2.778801e-08
3.200000e+00	-2.779415e-08	-2.779415e-08	-2.779415e-08
3.201000e+00	-2.779562e-08	-2.779562e-08	-2.779562e-08
3.202000e+00	-2.779210e-08	-2.779210e-08	-2.779210e-08
3.203000e+00	-2.778329e-08	-2.778329e-08	-2.778329e-08
3.204000e+00	-2.776894e-08	-2.776894e-08	-2.776894e-08
3.205000e+00	-2.774881e-08	-2.774881e-08	-2.774881e-08
3.206000e+00	-2.772274e-08	-2.772274e-08	-2.772274e-08
3.207000e+00	-2.769057e-08	-2.769057e-08	-2.769057e-08
3.208000e+00	-2.765221e-08	-2.765221e-08	-2.765221e-08
3.209000e+00	-2.760761e-08	-2.760761e-08	-2.760761e-08
3.210000e+00	-2.755676e-08	-2.755676e-08	-2.755676e-08
3.211000e+00	-2.749969e-08	-2.749969e-08	-2.749969e-08
3.212000e+00	-2.743647e-08	-2.743647e-08	-2.743647e-08
3.213000e+00	-2.736724e-08	-2.736724e-08	-2.736724e-08
3.214000e+00	-2.729216e-08	-2.729216e-08	-2.729216e-08
3.215000e+00	-2.721142e-08	-2.721142e-08	-2.721142e-08
3.216000e+00	-2.712528e-08	-2.712528e-08	-2.712528e-08
3.217000e+00	-2.703403e-08	-2.703403e-08	-2.703403e-08
3.218000e+00	-2.693797e-08	-2.693797e-08	-2.693797e-08
3.219000e+00	-2.683746e-08	-2.683746e-08	-2.683746e-08
3.220000e+00	-2.673289e-08	-2.673289e-08	-2.673289e-08
3.221000e+00	-2.662467e-08	-2.662467e-08	-2.662467e-08
3.222000e+00	-2.651323e-08	-2.651323e-08	-2.651323e-08
3.223000e+00	-2.639904e-08	-2.639904e-08	-2.639904e-08
3.224000e+00	-2.628257e-08	-2.628257e-08	-2.628257e-08
3.225000e+00	-2.616430e-08	-2.616430e-08	-2.616430e-08
3.226000e+00	-2.604475e-08	-2.604475e-08	-2.604475e-08
3.227000e+00	-2.592441e-08	-2.592441e-08	-2.592441e-08
3.228000e+00	-2.580378e-08	-2.580378e-08	-2.580378e-08
3.229000e+00	-2.568339e-08	-2.568339e-08	-2.568339e-08
3.230000e+00	-2.556372e-08	-2.556372e-08	-2.556372e-08
3.231000e+00	-2.544527e-08	-2.544527e-08	-2.544527e-08
3.232000e+00	-2.532851e-08	-2.532851e-08	-2.532851e-08
3.233000e+00	-2.521390e-08	-2.521390e-08	-2.521390e-08
3.234000e+00	-2.510188e-08	-2.510188e-08	-2.510188e-08
3.235000e+00	-2.499287e-08	-2.499287e-08	-2.499287e-08
3.236000e+00	-2.488727e-08	-2.488727e-08	-2.488727e-08
3.237000e+00	-2.478542e-08	-2.478542e-08	-2.478542e-08
3.238000e+00	-2.468767e-08	-2.468767e-08	-2.468767e-08
3.239000e+00	-2.459432e-08	-2.459432e-08	-2.459432e-08
3.240000e+00	-2.450563e-08	-2.450563e-08	-2.450563e-08
3.241000e+00	-2.442184e-08	-2.442184e-08	-2.442184e-08
3.242000e+00	-2.434314e-08	-2.434314e-08	-2.434314e-08
3.243000e+00	-2.426970e-08	-2.426970e-08	-2.426970e-08
3.244000e+00	-2.420162e-08	-2.420162e-08	-2.420162e-08
3.245000e+00	-2.413900e-08	-2.413900e-08	-2.413900e-08
3.246000e+00	-2.408188e-08	-2.408188e-08	-2.408188e-08
3.247000e+00	-2.403026e-08	-2.403026e-08	-2.403026e-08
3.248000e+00	-2.398411e-08	-2.398411e-08	-2.398411e-08
3.249000e+00	-2.394337e-08	-2.394337e-08	-2.394337e-08
3.250000e+00	-2.390793e-08	-2.390793e-08	-2.390793e-08
3.251000e+00	-2.387765e-08	-2.387765e-08	-2.387765e-08
3.252000e+00	-2.385237e-08	-2.385237e-08	-2.385237e-08
3.253000e+00	-2.383188e-08	-2.383188e-08	-2.383188e-08
3.254000e+00	-2.381596e-08	-2.381596e-08	-2.381596e-08
3.255000e+00	-2.380436e-08	-2.380436e-08	-2.380436e-08
3.256000e+00	-2.379680e-08	-2.379680e-08	-2.379680e-08
3.257000e+00	-2.379299e-08	-2.379299e-08	-2.379299e-08
3.258000e+00	-2.379263e-08	-2.379263e-08	-2.379263e-08
3.259000e+00	-2.379540e-08	-2.379540e-08	-2.379540e-08
3.260000e+00	-2.380098e-08	-2.380098e-08	-2.380098e-08
3.261000e+00	-2.380902e-08	-2.380902e-08	-2.380902e-08
3.262000e+00	-2.381922e-08	-2.381922e-08	-2.381922e-08
3.263000e+00	-2.383123e-08	-2.383123e-08	-2.383123e-08
3.264000e+00	-2.384474e-08	-2.384474e-08	-2.384474e-08
3.265000e+00	-2.385944e-08	-2.385944e-08	-2.385944e-08
3.266000e+00	-2.387504e-08	-2.387504e-08	-2.387504e-08
3.267000e+00	-2.389124e-08	-2.389124e-08	-2.389124e-08
3.268000e+00	-2.390780e-08	-2.390780e-08	-2.390780e-08
3.269000e+00	-2.392446e-08	-2.392446e-08	-2.392446e-08
3.270000e+00	-2.394100e-08	-2.394100e-08	-2.394100e-08
3.271000e+00	-2.395723e-08	-2.395723e-08	-2.395723e-08
3.272000e+00	-2.397297e-08	-2.397297e-08	-2.397297e-08
3.273000e+00	-2.398807e-08	-2.398807e-08	-2.398807e-08
3.274000e+00	-2.400241e-08	-2.400241e-08	-2.400241e-08
3.275000e+00	-2.401590e-08	-2.401590e-08	-2.401590e-08
3.276000e+00	-2.402845e-08	-2.402845e-08	-2.402845e-08
3.277000e+00	-2.404003e-08	-2.404003e-08	-2.404003e-08
3.278000e+00	-2.405060e-08	-2.405060e-08	-2.405060e-08
3.279000e+00	-2.406016e-08	-2.406016e-08	-2.406016e-08
3.280000e+00	-2.406874e-08	-2.406874e-08	-2.406874e-08
3.281000e+00	-2.407637e-08	-2.407637e-08	-2.407637e-08
3.282000e+00	-2.408310e-08	-2.408310e-08	-2.408310e-08
3.283000e+00	-2.408902e-08	-2.408902e-08	-2.408902e-08
3.284000e+00	-2.409422e-08	-2.409422e-08	-2.409422e-08
3.285000e+00	-2.409879e-08	-2.409879e-08	-2.409879e-08
3.286000e+00	-2.410287e-08	-2.410287e-08	-2.410287e-08
3.287000e+00	-2.410659e-08	-2.410659e-08	-2.410659e-08
3.288000e+00	-2.411009e-08	-2.411009e-08	-2.411009e-08
3.289000e+00	-2.411354e-08	-2.411354e-08	-2.411354e-08
3.290000e+00	-2.411712e-08	-2.411712e-08	-2.411712e-08
3.291000e+00	-2.412099e-08	-2.412099e-08	-2.412099e-08
3.292000e+00	-2.412535e-08	-2.412535e-08	-2.412535e-08
3.293000e+00	-2.413040e-08	-2.413040e-08	-2.413040e-08
3.294000e+00	-2.413634e-08	-2.413634e-08	-2.413634e-08
3.295000e+00	-2.414339e-08	-2.414339e-08	-2.414339e-08
3.296000e+00	-2.415175e-08	-2.415175e-08	-2.415175e-08
3.297000e+00	-2.416164e-08	-2.416164e-08	-2.416164e-08
3.298000e+00	-2.417326e-08	-2.417326e-08	-2.417326e-08
3.299000e+00	-2.418683e-08	-2.418683e-08	-2.418683e-08
3.300000e+00	-2.420256e-08	-2.420256e-08	-2.420256e-08
3.301000e+00	-2.422062e-08	-2.422062e-08	-2.422062e-08
3.302000e+00	-2.424121e-08	-2.424121e-08	-2.424121e-08
3.303000e+00	-2.426450e-08	-2.426450e-08	-2.426450e-08
3.304000e+00	-2.429065e-08	-2.429065e-08	-2.429065e-08
3.305000e+00	-2.431979e-08	-2.431979e-08	-2.431979e-08
3.306000e+00	-2.435205e-08	-2.435205e-08	-2.435205e-08
3.307000e+00	-2.438753e-08	-2.438753e-08	-2.438753e-08
3.308000e+00	-2.442631e-08	-2.442631e-08	-2.442631e-08
3.309000e+00	-2.446844e-08	-2.446844e-08	-2.446844e-08
3.310000e+00	-2.451396e-08	-2.451396e-08	-2.451396e-08
3.311000e+00	-2.456288e-08	-2.456288e-08	-2.456288e-08
3.312000e+00	-2.461519e-08	-2.461519e-08	-2.461519e-08
3.313000e+00	-2.467085e-08	-2.467085e-08	-2.467085e-08
3.314000e+00	-2.472980e-08	-2.472980e-08	-2.472980e-08
3.315000e+00	-2.479194e-08	-2.479194e-08	-2.479194e-08
3.316000e+00	-2.485718e-08	-2.485718e-08	-2.485718e-08
3.317000e+00	-2.492537e-08	-2.492537e-08	-2.492537e-08
3.318000e+00	-2.499638e-08	-2.499638e-08	-2.499638e-08
3.319000e+00	-2.507001e-08	-2.507001e-08	-2.507001e-08
3.320000e+00	-2.514608e-08	-2.514608e-08	-2.514608e-08
3.321000e+00	-2.522439e-08	-2.522439e-08	-2.522439e-08
3.322000e+00	-2.530469e-08	-2.530469e-08	-2.530469e-08
3.323000e+00	-2.538674e-08	-2.538674e-08	-2.538674e-08
3.324000e+00	-2.547030e-08	-2.547030e-08	-2.547030e-08
3.325000e+00	-2.555510e-08	-2.555510e-08	-2.555510e-08
3.326000e+00	-2.564085e-08	-2.564085e-08	-2.564085e-08
3.327000e+00	-2.572729e-08	-2.572729e-08	-2.572729e-08
3.328000e+00	-2.581413e-08	-2.581413e-08	-2.581413e-08
3.329000e+00	-2.590107e-08	-2.590107e-08	-2.590107e-08
3.330000e+00	-2.598784e-08	-2.598784e-08	-2.598784e-08
3.331000e+00	-2.607415e-08	-2.607415e-08	-2.607415e-08
3.332000e+00	-2.615973e-08	-2.615973e-08	-2.615973e-08
3.333000e+00	-2.624431e-08	-2.624431e-08	-2.624431e-08
3.334000e+00	-2.632763e-08	-2.632763e-08	-2.632763e-08
3.335000e+00	-2.640946e-08	-2.640946e-08	-2.640946e-08
3.336000e+00	-2.648957e-08	-2.648957e-08	-2.648957e-08
3.337000e+00	-2.656774e-08	-2.656774e-08	-2.656774e-08
3.338000e+00	-2.664378e-08	-2.664378e-08	-2.664378e-08
3.339000e+00	-2.671753e-08	-2.671753e-08	-2.671753e-08
3.340000e+00	-2.678884e-08	-2.678884e-08	-2.678884e-08
3.341000e+00	-2.685757e-08	-2.685757e-08	-2.685757e-08
3.342000e+00	-2.692362e-08	-2.692362e-08	-2.692362e-08
3.343000e+00	-2.698691e-08	-2.698691e-08	-2.698691e-08
3.344000e+00	-2.704737e-08	-2.704737e-08	-2.704737e-08
3.345000e+00	-2.710498e-08	-2.710498e-08	-2.710498e-08
3.346000e+00	-2.715970e-08	-2.715970e-08	-2.715970e-08
3.347000e+00	-2.721155e-08	-2.721155e-08	-2.721155e-08
3.348000e+00	-2.726055e-08	-2.726055e-08	-2.726055e-08
3.349000e+00	-2.730673e-08	-2.730673e-08	-2.730673e-08
3.350000e+00	-2.735016e-08	-2.735016e-08	-2.735016e-08
3.351000e+00	-2.739091e-08	-2.739091e-08	-2.739091e-08
3.352000e+00	-2.742907e-08	-2.742907e-08	-2.742907e-08
3.353000e+00	-2.746473e-08	-2.746473e-08	-2.746473e-08
3.354000e+00	-2.749800e-08	-2.749800e-08	-2.749800e-08
3.355000e+00	-2.752902e-08	-2.752902e-08	-2.752902e-08
3.356000e+00	-2.755789e-08	-2.755789e-08	-2.755789e-08
3.357000e+00	-2.758476e-08	-2.758476e-08	-2.758476e-08
3.358000e+00	-2.760976e-08	-2.760976e-08	-2.760976e-08
3.359000e+00	-2.763303e-08	-2.763303e-08	-2.763303e-08
3.360000e+00	-2.765470e-08	-2.765470e-08	-2.765470e-08
3.361000e+00	-2.767491e-08	-2.767491e-08	-2.767491e-08
3.362000e+00	-2.769379e-08	-2.769379e-08	-2.769379e-08
3.363000e+00	-2.771146e-08	-2.771146e-08	-2.771146e-08
3.364000e+00	-2.772805e-08	-2.772805e-08	-2.772805e-08
3.365000e+00	-2.774365e-08	-2.774365e-08	-2.774365e-08
3.366000e+00	-2.775837e-08	-2.775837e-08	-2.775837e-08
3.367000e+00	-2.777228e-08	-2.777228e-08	-2.777228e-08
3.368000e+00	-2.778546e-08	-2.778546e-08	-2.778546e-08
3.369000e+00	-2.779796e-08	-2.779796e-08	-2.779796e-08
3.370000e+00	-2.780981e-08	-2.780981e-08	-2.780981e-08
3.371000e+00	-2.782105e-08	-2.782105e-08	-2.782105e-08
3.372000e+00	-2.783167e-08	-2.783167e-08	-2.783167e-08
3.373000e+00	-2.784166e-08	-2.784166e-08	-2.784166e-08
3.374000e+00	-2.785099e-08	-2.785099e-08	-2.785099e-08
3.375000e+00	-2.785962e-08	-2.785962e-08	-2.785962e-08
3.376000e+00	-2.786748e-08	-2.786748e-08	-2.786748e-08
3.377000e+00	-2.787451e-08	-2.787451e-08	-2.787451e-08
3.378000e+00	-2.788061e-08	-2.788061e-08	-2.788061e-08
3.379000e+00	-2.788569e-08	-2.788569e-08	-2.788569e-08
