# time(ps) 	kappa_ee_mean	kappa_ee_upper	kappa_ee_lower
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.000000e-03	2.590188e-01	2.590188e-01	2.590188e-01
2.000000e-03	5.157895e-01	5.157895e-01	5.157895e-01
3.000000e-03	7.680963e-01	7.680963e-01	7.680963e-01
4.000000e-03	1.013786e+00	1.013786e+00	1.013786e+00
5.000000e-03	1.250798e+00	1.250798e+00	1.250798e+00
6.000000e-03	1.477188e+00	1.477188e+00	1.477188e+00
7.000000e-03	1.691155e+00	1.691155e+00	1.691155e+00
8.000000e-03	1.891057e+00	1.891057e+00	1.891057e+00
9.000000e-03	2.075430e+00	2.075430e+00	2.075430e+00
1.000000e-02	2.242997e+00	2.242997e+00	2.242997e+00
1.100000e-02	2.392679e+00	2.392679e+00	2.392679e+00
1.200000e-02	2.523598e+00	2.523598e+00	2.523598e+00
1.300000e-02	2.635082e+00	2.635082e+00	2.635082e+00
1.400000e-02	2.726660e+00	2.726660e+00	2.726660e+00
1.500000e-02	2.798064e+00	2.798064e+00	2.798064e+00
1.600000e-02	2.849223e+00	2.849223e+00	2.849223e+00
1.700000e-02	2.880257e+00	2.880257e+00	2.880257e+00
1.800000e-02	2.891469e+00	2.891469e+00	2.891469e+00
1.900000e-02	2.883342e+00	2.883342e+00	2.883342e+00
2.000000e-02	2.856525e+00	2.856525e+00	2.856525e+00
2.100000e-02	2.811826e+00	2.811826e+00	2.811826e+00
2.200000e-02	2.750201e+00	2.750201e+00	2.750201e+00
2.300000e-02	2.672743e+00	2.672743e+00	2.672743e+00
2.400000e-02	2.580672e+00	2.580672e+00	2.580672e+00
2.500000e-02	2.475319e+00	2.475319e+00	2.475319e+00
2.600000e-02	2.358113e+00	2.358113e+00	2.358113e+00
2.700000e-02	2.230570e+00	2.230570e+00	2.230570e+00
2.800000e-02	2.094273e+00	2.094273e+00	2.094273e+00
2.900000e-02	1.950861e+00	1.950861e+00	1.950861e+00
3.000000e-02	1.802011e+00	1.802011e+00	1.802011e+00
3.100000e-02	1.649421e+00	1.649421e+00	1.649421e+00
3.200000e-02	1.494796e+00	1.494796e+00	1.494796e+00
3.300000e-02	1.339828e+00	1.339828e+00	1.339828e+00
3.400000e-02	1.186186e+00	1.186186e+00	1.186186e+00
3.500000e-02	1.035494e+00	1.035494e+00	1.035494e+00
3.600000e-02	8.893191e-01	8.893191e-01	8.893191e-01
3.700000e-02	7.491589e-01	7.491589e-01	7.491589e-01
3.800000e-02	6.164249e-01	6.164249e-01	6.164249e-01
3.900000e-02	4.924319e-01	4.924319e-01	4.924319e-01
4.000000e-02	3.783870e-01	3.783870e-01	3.783870e-01
4.100000e-02	2.753790e-01	2.753790e-01	2.753790e-01
4.200000e-02	1.843697e-01	1.843697e-01	1.843697e-01
4.300000e-02	1.061870e-01	1.061870e-01	1.061870e-01
4.400000e-02	4.151771e-02	4.151771e-02	4.151771e-02
4.500000e-02	-9.096276e-03	-9.096276e-03	-9.096276e-03
4.600000e-02	-4.526232e-02	-4.526232e-02	-4.526232e-02
4.700000e-02	-6.673899e-02	-6.673899e-02	-6.673899e-02
4.800000e-02	-7.343705e-02	-7.343705e-02	-7.343705e-02
4.900000e-02	-6.541921e-02	-6.541921e-02	-6.541921e-02
5.000000e-02	-4.289841e-02	-4.289841e-02	-4.289841e-02
5.100000e-02	-6.235015e-03	-6.235015e-03	-6.235015e-03
5.200000e-02	4.406741e-02	4.406741e-02	4.406741e-02
5.300000e-02	1.073675e-01	1.073675e-01	1.073675e-01
5.400000e-02	1.828926e-01	1.828926e-01	1.828926e-01
5.500000e-02	2.697469e-01	2.697469e-01	2.697469e-01
5.600000e-02	3.669201e-01	3.669201e-01	3.669201e-01
5.700000e-02	4.732977e-01	4.732977e-01	4.732977e-01
5.800000e-02	5.876722e-01	5.876722e-01	5.876722e-01
5.900000e-02	7.087548e-01	7.087548e-01	7.087548e-01
6.000000e-02	8.351892e-01	8.351892e-01	8.351892e-01
6.100000e-02	9.655643e-01	9.655643e-01	9.655643e-01
6.200000e-02	1.098429e+00	1.098429e+00	1.098429e+00
6.300000e-02	1.232308e+00	1.232308e+00	1.232308e+00
6.400000e-02	1.365715e+00	1.365715e+00	1.365715e+00
6.500000e-02	1.497170e+00	1.497170e+00	1.497170e+00
6.600000e-02	1.625212e+00	1.625212e+00	1.625212e+00
6.700000e-02	1.748418e+00	1.748418e+00	1.748418e+00
6.800000e-02	1.865413e+00	1.865413e+00	1.865413e+00
6.900000e-02	1.974890e+00	1.974890e+00	1.974890e+00
7.000000e-02	2.075618e+00	2.075618e+00	2.075618e+00
7.100000e-02	2.166458e+00	2.166458e+00	2.166458e+00
7.200000e-02	2.246374e+00	2.246374e+00	2.246374e+00
7.300000e-02	2.314444e+00	2.314444e+00	2.314444e+00
7.400000e-02	2.369869e+00	2.369869e+00	2.369869e+00
7.500000e-02	2.411982e+00	2.411982e+00	2.411982e+00
7.600000e-02	2.440254e+00	2.440254e+00	2.440254e+00
7.700000e-02	2.454299e+00	2.454299e+00	2.454299e+00
7.800000e-02	2.453880e+00	2.453880e+00	2.453880e+00
7.900000e-02	2.438908e+00	2.438908e+00	2.438908e+00
8.000000e-02	2.409447e+00	2.409447e+00	2.409447e+00
8.100000e-02	2.365711e+00	2.365711e+00	2.365711e+00
8.200000e-02	2.308058e+00	2.308058e+00	2.308058e+00
8.300000e-02	2.236995e+00	2.236995e+00	2.236995e+00
8.400000e-02	2.153165e+00	2.153165e+00	2.153165e+00
8.500000e-02	2.057341e+00	2.057341e+00	2.057341e+00
8.600000e-02	1.950422e+00	1.950422e+00	1.950422e+00
8.700000e-02	1.833420e+00	1.833420e+00	1.833420e+00
8.800000e-02	1.707451e+00	1.707451e+00	1.707451e+00
8.900000e-02	1.573721e+00	1.573721e+00	1.573721e+00
9.000000e-02	1.433515e+00	1.433515e+00	1.433515e+00
9.100000e-02	1.288183e+00	1.288183e+00	1.288183e+00
9.200000e-02	1.139126e+00	1.139126e+00	1.139126e+00
9.300000e-02	9.877807e-01	9.877807e-01	9.877807e-01
9.400000e-02	8.356039e-01	8.356039e-01	8.356039e-01
9.500000e-02	6.840582e-01	6.840582e-01	6.840582e-01
9.600000e-02	5.345960e-01	5.345960e-01	5.345960e-01
9.700000e-02	3.886450e-01	3.886450e-01	3.886450e-01
9.800000e-02	2.475930e-01	2.475930e-01	2.475930e-01
9.900000e-02	1.127741e-01	1.127741e-01	1.127741e-01
1.000000e-01	-1.454479e-02	-1.454479e-02	-1.454479e-02
1.010000e-01	-1.331769e-01	-1.331769e-01	-1.331769e-01
1.020000e-01	-2.420267e-01	-2.420267e-01	-2.420267e-01
1.030000e-01	-3.401010e-01	-3.401010e-01	-3.401010e-01
1.040000e-01	-4.265180e-01	-4.265180e-01	-4.265180e-01
1.050000e-01	-5.005159e-01	-5.005159e-01	-5.005159e-01
1.060000e-01	-5.614594e-01	-5.614594e-01	-5.614594e-01
1.070000e-01	-6.088453e-01	-6.088453e-01	-6.088453e-01
1.080000e-01	-6.423071e-01	-6.423071e-01	-6.423071e-01
1.090000e-01	-6.616174e-01	-6.616174e-01	-6.616174e-01
1.100000e-01	-6.666895e-01	-6.666895e-01	-6.666895e-01
1.110000e-01	-6.575773e-01	-6.575773e-01	-6.575773e-01
1.120000e-01	-6.344740e-01	-6.344740e-01	-6.344740e-01
1.130000e-01	-5.977093e-01	-5.977093e-01	-5.977093e-01
1.140000e-01	-5.477456e-01	-5.477456e-01	-5.477456e-01
1.150000e-01	-4.851724e-01	-4.851724e-01	-4.851724e-01
1.160000e-01	-4.107000e-01	-4.107000e-01	-4.107000e-01
1.170000e-01	-3.251516e-01	-3.251516e-01	-3.251516e-01
1.180000e-01	-2.294547e-01	-2.294547e-01	-2.294547e-01
1.190000e-01	-1.246314e-01	-1.246314e-01	-1.246314e-01
1.200000e-01	-1.178804e-02	-1.178804e-02	-1.178804e-02
1.210000e-01	1.078968e-01	1.078968e-01	1.078968e-01
1.220000e-01	2.331837e-01	2.331837e-01	2.331837e-01
1.230000e-01	3.627850e-01	3.627850e-01	3.627850e-01
1.240000e-01	4.953781e-01	4.953781e-01	4.953781e-01
1.250000e-01	6.296183e-01	6.296183e-01	6.296183e-01
1.260000e-01	7.641520e-01	7.641520e-01	7.641520e-01
1.270000e-01	8.976306e-01	8.976306e-01	8.976306e-01
1.280000e-01	1.028723e+00	1.028723e+00	1.028723e+00
1.290000e-01	1.156128e+00	1.156128e+00	1.156128e+00
1.300000e-01	1.278590e+00	1.278590e+00	1.278590e+00
1.310000e-01	1.394906e+00	1.394906e+00	1.394906e+00
1.320000e-01	1.503939e+00	1.503939e+00	1.503939e+00
1.330000e-01	1.604633e+00	1.604633e+00	1.604633e+00
1.340000e-01	1.696014e+00	1.696014e+00	1.696014e+00
1.350000e-01	1.777208e+00	1.777208e+00	1.777208e+00
1.360000e-01	1.847441e+00	1.847441e+00	1.847441e+00
1.370000e-01	1.906053e+00	1.906053e+00	1.906053e+00
1.380000e-01	1.952497e+00	1.952497e+00	1.952497e+00
1.390000e-01	1.986349e+00	1.986349e+00	1.986349e+00
1.400000e-01	2.007309e+00	2.007309e+00	2.007309e+00
1.410000e-01	2.015203e+00	2.015203e+00	2.015203e+00
1.420000e-01	2.009987e+00	2.009987e+00	2.009987e+00
1.430000e-01	1.991744e+00	1.991744e+00	1.991744e+00
1.440000e-01	1.960682e+00	1.960682e+00	1.960682e+00
1.450000e-01	1.917136e+00	1.917136e+00	1.917136e+00
1.460000e-01	1.861561e+00	1.861561e+00	1.861561e+00
1.470000e-01	1.794527e+00	1.794527e+00	1.794527e+00
1.480000e-01	1.716718e+00	1.716718e+00	1.716718e+00
1.490000e-01	1.628919e+00	1.628919e+00	1.628919e+00
1.500000e-01	1.532013e+00	1.532013e+00	1.532013e+00
1.510000e-01	1.426969e+00	1.426969e+00	1.426969e+00
1.520000e-01	1.314837e+00	1.314837e+00	1.314837e+00
1.530000e-01	1.196733e+00	1.196733e+00	1.196733e+00
1.540000e-01	1.073828e+00	1.073828e+00	1.073828e+00
1.550000e-01	9.473417e-01	9.473417e-01	9.473417e-01
1.560000e-01	8.185242e-01	8.185242e-01	8.185242e-01
1.570000e-01	6.886468e-01	6.886468e-01	6.886468e-01
1.580000e-01	5.589882e-01	5.589882e-01	5.589882e-01
1.590000e-01	4.308215e-01	4.308215e-01	4.308215e-01
1.600000e-01	3.054018e-01	3.054018e-01	3.054018e-01
1.610000e-01	1.839530e-01	1.839530e-01	1.839530e-01
1.620000e-01	6.765556e-02	6.765556e-02	6.765556e-02
1.630000e-01	-4.236549e-02	-4.236549e-02	-4.236549e-02
1.640000e-01	-1.450518e-01	-1.450518e-01	-1.450518e-01
1.650000e-01	-2.394226e-01	-2.394226e-01	-2.394226e-01
1.660000e-01	-3.245840e-01	-3.245840e-01	-3.245840e-01
1.670000e-01	-3.997384e-01	-3.997384e-01	-3.997384e-01
1.680000e-01	-4.641917e-01	-4.641917e-01	-4.641917e-01
1.690000e-01	-5.173603e-01	-5.173603e-01	-5.173603e-01
1.700000e-01	-5.587765e-01	-5.587765e-01	-5.587765e-01
1.710000e-01	-5.880925e-01	-5.880925e-01	-5.880925e-01
1.720000e-01	-6.050832e-01	-6.050832e-01	-6.050832e-01
1.730000e-01	-6.096484e-01	-6.096484e-01	-6.096484e-01
1.740000e-01	-6.018122e-01	-6.018122e-01	-6.018122e-01
1.750000e-01	-5.817228e-01	-5.817228e-01	-5.817228e-01
1.760000e-01	-5.496499e-01	-5.496499e-01	-5.496499e-01
1.770000e-01	-5.059812e-01	-5.059812e-01	-5.059812e-01
1.780000e-01	-4.512179e-01	-4.512179e-01	-4.512179e-01
1.790000e-01	-3.859685e-01	-3.859685e-01	-3.859685e-01
1.800000e-01	-3.109426e-01	-3.109426e-01	-3.109426e-01
1.810000e-01	-2.269427e-01	-2.269427e-01	-2.269427e-01
1.820000e-01	-1.348553e-01	-1.348553e-01	-1.348553e-01
1.830000e-01	-3.564198e-02	-3.564198e-02	-3.564198e-02
1.840000e-01	6.967146e-02	6.967146e-02	6.967146e-02
1.850000e-01	1.800053e-01	1.800053e-01	1.800053e-01
1.860000e-01	2.942374e-01	2.942374e-01	2.942374e-01
1.870000e-01	4.112148e-01	4.112148e-01	4.112148e-01
1.880000e-01	5.297653e-01	5.297653e-01	5.297653e-01
1.890000e-01	6.487099e-01	6.487099e-01	6.487099e-01
1.900000e-01	7.668741e-01	7.668741e-01	7.668741e-01
1.910000e-01	8.831000e-01	8.831000e-01	8.831000e-01
1.920000e-01	9.962579e-01	9.962579e-01	9.962579e-01
1.930000e-01	1.105257e+00	1.105257e+00	1.105257e+00
1.940000e-01	1.209055e+00	1.209055e+00	1.209055e+00
1.950000e-01	1.306671e+00	1.306671e+00	1.306671e+00
1.960000e-01	1.397192e+00	1.397192e+00	1.397192e+00
1.970000e-01	1.479780e+00	1.479780e+00	1.479780e+00
1.980000e-01	1.553684e+00	1.553684e+00	1.553684e+00
1.990000e-01	1.618242e+00	1.618242e+00	1.618242e+00
2.000000e-01	1.672891e+00	1.672891e+00	1.672891e+00
2.010000e-01	1.717166e+00	1.717166e+00	1.717166e+00
2.020000e-01	1.750709e+00	1.750709e+00	1.750709e+00
2.030000e-01	1.773267e+00	1.773267e+00	1.773267e+00
2.040000e-01	1.784698e+00	1.784698e+00	1.784698e+00
2.050000e-01	1.784967e+00	1.784967e+00	1.784967e+00
2.060000e-01	1.774148e+00	1.774148e+00	1.774148e+00
2.070000e-01	1.752422e+00	1.752422e+00	1.752422e+00
2.080000e-01	1.720073e+00	1.720073e+00	1.720073e+00
2.090000e-01	1.677486e+00	1.677486e+00	1.677486e+00
2.100000e-01	1.625145e+00	1.625145e+00	1.625145e+00
2.110000e-01	1.563622e+00	1.563622e+00	1.563622e+00
2.120000e-01	1.493576e+00	1.493576e+00	1.493576e+00
2.130000e-01	1.415745e+00	1.415745e+00	1.415745e+00
2.140000e-01	1.330940e+00	1.330940e+00	1.330940e+00
2.150000e-01	1.240032e+00	1.240032e+00	1.240032e+00
2.160000e-01	1.143952e+00	1.143952e+00	1.143952e+00
2.170000e-01	1.043675e+00	1.043675e+00	1.043675e+00
2.180000e-01	9.402126e-01	9.402126e-01	9.402126e-01
2.190000e-01	8.346066e-01	8.346066e-01	8.346066e-01
2.200000e-01	7.279151e-01	7.279151e-01	7.279151e-01
2.210000e-01	6.212041e-01	6.212041e-01	6.212041e-01
2.220000e-01	5.155374e-01	5.155374e-01	5.155374e-01
2.230000e-01	4.119660e-01	4.119660e-01	4.119660e-01
2.240000e-01	3.115185e-01	3.115185e-01	3.115185e-01
2.250000e-01	2.151903e-01	2.151903e-01	2.151903e-01
2.260000e-01	1.239348e-01	1.239348e-01	1.239348e-01
2.270000e-01	3.865364e-02	3.865364e-02	3.865364e-02
2.280000e-01	-3.981234e-02	-3.981234e-02	-3.981234e-02
2.290000e-01	-1.106910e-01	-1.106910e-01	-1.106910e-01
2.300000e-01	-1.732869e-01	-1.732869e-01	-1.732869e-01
2.310000e-01	-2.269880e-01	-2.269880e-01	-2.269880e-01
2.320000e-01	-2.712720e-01	-2.712720e-01	-2.712720e-01
2.330000e-01	-3.057116e-01	-3.057116e-01	-3.057116e-01
2.340000e-01	-3.299786e-01	-3.299786e-01	-3.299786e-01
2.350000e-01	-3.438474e-01	-3.438474e-01	-3.438474e-01
2.360000e-01	-3.471973e-01	-3.471973e-01	-3.471973e-01
2.370000e-01	-3.400136e-01	-3.400136e-01	-3.400136e-01
2.380000e-01	-3.223878e-01	-3.223878e-01	-3.223878e-01
2.390000e-01	-2.945164e-01	-2.945164e-01	-2.945164e-01
2.400000e-01	-2.566994e-01	-2.566994e-01	-2.566994e-01
2.410000e-01	-2.093366e-01	-2.093366e-01	-2.093366e-01
2.420000e-01	-1.529236e-01	-1.529236e-01	-1.529236e-01
2.430000e-01	-8.804683e-02	-8.804683e-02	-8.804683e-02
2.440000e-01	-1.537711e-02	-1.537711e-02	-1.537711e-02
2.450000e-01	6.433717e-02	6.433717e-02	6.433717e-02
2.460000e-01	1.502780e-01	1.502780e-01	1.502780e-01
2.470000e-01	2.415662e-01	2.415662e-01	2.415662e-01
2.480000e-01	3.372708e-01	3.372708e-01	3.372708e-01
2.490000e-01	4.364186e-01	4.364186e-01	4.364186e-01
2.500000e-01	5.380048e-01	5.380048e-01	5.380048e-01
2.510000e-01	6.410028e-01	6.410028e-01	6.410028e-01
2.520000e-01	7.443757e-01	7.443757e-01	7.443757e-01
2.530000e-01	8.470865e-01	8.470865e-01	8.470865e-01
2.540000e-01	9.481093e-01	9.481093e-01	9.481093e-01
2.550000e-01	1.046440e+00	1.046440e+00	1.046440e+00
2.560000e-01	1.141105e+00	1.141105e+00	1.141105e+00
2.570000e-01	1.231174e+00	1.231174e+00	1.231174e+00
2.580000e-01	1.315767e+00	1.315767e+00	1.315767e+00
2.590000e-01	1.394064e+00	1.394064e+00	1.394064e+00
2.600000e-01	1.465314e+00	1.465314e+00	1.465314e+00
2.610000e-01	1.528839e+00	1.528839e+00	1.528839e+00
2.620000e-01	1.584045e+00	1.584045e+00	1.584045e+00
2.630000e-01	1.630424e+00	1.630424e+00	1.630424e+00
2.640000e-01	1.667560e+00	1.667560e+00	1.667560e+00
2.650000e-01	1.695133e+00	1.695133e+00	1.695133e+00
2.660000e-01	1.712921e+00	1.712921e+00	1.712921e+00
2.670000e-01	1.720800e+00	1.720800e+00	1.720800e+00
2.680000e-01	1.718747e+00	1.718747e+00	1.718747e+00
2.690000e-01	1.706840e+00	1.706840e+00	1.706840e+00
2.700000e-01	1.685252e+00	1.685252e+00	1.685252e+00
2.710000e-01	1.654254e+00	1.654254e+00	1.654254e+00
2.720000e-01	1.614207e+00	1.614207e+00	1.614207e+00
2.730000e-01	1.565559e+00	1.565559e+00	1.565559e+00
2.740000e-01	1.508843e+00	1.508843e+00	1.508843e+00
2.750000e-01	1.444666e+00	1.444666e+00	1.444666e+00
2.760000e-01	1.373706e+00	1.373706e+00	1.373706e+00
2.770000e-01	1.296700e+00	1.296700e+00	1.296700e+00
2.780000e-01	1.214443e+00	1.214443e+00	1.214443e+00
2.790000e-01	1.127774e+00	1.127774e+00	1.127774e+00
2.800000e-01	1.037570e+00	1.037570e+00	1.037570e+00
2.810000e-01	9.447351e-01	9.447351e-01	9.447351e-01
2.820000e-01	8.501928e-01	8.501928e-01	8.501928e-01
2.830000e-01	7.548763e-01	7.548763e-01	7.548763e-01
2.840000e-01	6.597190e-01	6.597190e-01	6.597190e-01
2.850000e-01	5.656456e-01	5.656456e-01	5.656456e-01
2.860000e-01	4.735627e-01	4.735627e-01	4.735627e-01
2.870000e-01	3.843507e-01	3.843507e-01	3.843507e-01
2.880000e-01	2.988546e-01	2.988546e-01	2.988546e-01
2.890000e-01	2.178768e-01	2.178768e-01	2.178768e-01
2.900000e-01	1.421692e-01	1.421692e-01	1.421692e-01
2.910000e-01	7.242646e-02	7.242646e-02	7.242646e-02
2.920000e-01	9.279514e-03	9.279514e-03	9.279514e-03
2.930000e-01	-4.671001e-02	-4.671001e-02	-4.671001e-02
2.940000e-01	-9.505476e-02	-9.505476e-02	-9.505476e-02
2.950000e-01	-1.353459e-01	-1.353459e-01	-1.353459e-01
2.960000e-01	-1.672567e-01	-1.672567e-01	-1.672567e-01
2.970000e-01	-1.905448e-01	-1.905448e-01	-1.905448e-01
2.980000e-01	-2.050545e-01	-2.050545e-01	-2.050545e-01
2.990000e-01	-2.107177e-01	-2.107177e-01	-2.107177e-01
3.000000e-01	-2.075537e-01	-2.075537e-01	-2.075537e-01
3.010000e-01	-1.956689e-01	-1.956689e-01	-1.956689e-01
3.020000e-01	-1.752551e-01	-1.752551e-01	-1.752551e-01
3.030000e-01	-1.465872e-01	-1.465872e-01	-1.465872e-01
3.040000e-01	-1.100200e-01	-1.100200e-01	-1.100200e-01
3.050000e-01	-6.598441e-02	-6.598441e-02	-6.598441e-02
3.060000e-01	-1.498274e-02	-1.498274e-02	-1.498274e-02
3.070000e-01	4.241657e-02	4.241657e-02	4.241657e-02
3.080000e-01	1.055849e-01	1.055849e-01	1.055849e-01
3.090000e-01	1.738398e-01	1.738398e-01	1.738398e-01
3.100000e-01	2.464523e-01	2.464523e-01	2.464523e-01
3.110000e-01	3.226538e-01	3.226538e-01	3.226538e-01
3.120000e-01	4.016445e-01	4.016445e-01	4.016445e-01
3.130000e-01	4.826008e-01	4.826008e-01	4.826008e-01
3.140000e-01	5.646840e-01	5.646840e-01	5.646840e-01
3.150000e-01	6.470483e-01	6.470483e-01	6.470483e-01
3.160000e-01	7.288496e-01	7.288496e-01	7.288496e-01
3.170000e-01	8.092536e-01	8.092536e-01	8.092536e-01
3.180000e-01	8.874440e-01	8.874440e-01	8.874440e-01
3.190000e-01	9.626309e-01	9.626309e-01	9.626309e-01
3.200000e-01	1.034058e+00	1.034058e+00	1.034058e+00
3.210000e-01	1.101011e+00	1.101011e+00	1.101011e+00
3.220000e-01	1.162822e+00	1.162822e+00	1.162822e+00
3.230000e-01	1.218881e+00	1.218881e+00	1.218881e+00
3.240000e-01	1.268635e+00	1.268635e+00	1.268635e+00
3.250000e-01	1.311600e+00	1.311600e+00	1.311600e+00
3.260000e-01	1.347360e+00	1.347360e+00	1.347360e+00
3.270000e-01	1.375574e+00	1.375574e+00	1.375574e+00
3.280000e-01	1.395980e+00	1.395980e+00	1.395980e+00
3.290000e-01	1.408393e+00	1.408393e+00	1.408393e+00
3.300000e-01	1.412711e+00	1.412711e+00	1.412711e+00
3.310000e-01	1.408912e+00	1.408912e+00	1.408912e+00
3.320000e-01	1.397058e+00	1.397058e+00	1.397058e+00
3.330000e-01	1.377289e+00	1.377289e+00	1.377289e+00
3.340000e-01	1.349825e+00	1.349825e+00	1.349825e+00
3.350000e-01	1.314964e+00	1.314964e+00	1.314964e+00
3.360000e-01	1.273074e+00	1.273074e+00	1.273074e+00
3.370000e-01	1.224594e+00	1.224594e+00	1.224594e+00
3.380000e-01	1.170027e+00	1.170027e+00	1.170027e+00
3.390000e-01	1.109936e+00	1.109936e+00	1.109936e+00
3.400000e-01	1.044935e+00	1.044935e+00	1.044935e+00
3.410000e-01	9.756865e-01	9.756865e-01	9.756865e-01
3.420000e-01	9.028931e-01	9.028931e-01	9.028931e-01
3.430000e-01	8.272889e-01	8.272889e-01	8.272889e-01
3.440000e-01	7.496334e-01	7.496334e-01	7.496334e-01
3.450000e-01	6.707031e-01	6.707031e-01	6.707031e-01
3.460000e-01	5.912831e-01	5.912831e-01	5.912831e-01
3.470000e-01	5.121595e-01	5.121595e-01	5.121595e-01
3.480000e-01	4.341110e-01	4.341110e-01	4.341110e-01
3.490000e-01	3.579008e-01	3.579008e-01	3.579008e-01
3.500000e-01	2.842688e-01	2.842688e-01	2.842688e-01
3.510000e-01	2.139239e-01	2.139239e-01	2.139239e-01
3.520000e-01	1.475373e-01	1.475373e-01	1.475373e-01
3.530000e-01	8.573511e-02	8.573511e-02	8.573511e-02
3.540000e-01	2.909265e-02	2.909265e-02	2.909265e-02
3.550000e-01	-2.187139e-02	-2.187139e-02	-2.187139e-02
3.560000e-01	-6.669978e-02	-6.669978e-02	-6.669978e-02
3.570000e-01	-1.050010e-01	-1.050010e-01	-1.050010e-01
3.580000e-01	-1.364529e-01	-1.364529e-01	-1.364529e-01
3.590000e-01	-1.608050e-01	-1.608050e-01	-1.608050e-01
3.600000e-01	-1.778809e-01	-1.778809e-01	-1.778809e-01
3.610000e-01	-1.875787e-01	-1.875787e-01	-1.875787e-01
3.620000e-01	-1.898721e-01	-1.898721e-01	-1.898721e-01
3.630000e-01	-1.848091e-01	-1.848091e-01	-1.848091e-01
3.640000e-01	-1.725113e-01	-1.725113e-01	-1.725113e-01
3.650000e-01	-1.531713e-01	-1.531713e-01	-1.531713e-01
3.660000e-01	-1.270503e-01	-1.270503e-01	-1.270503e-01
3.670000e-01	-9.447447e-02	-9.447447e-02	-9.447447e-02
3.680000e-01	-5.583078e-02	-5.583078e-02	-5.583078e-02
3.690000e-01	-1.156252e-02	-1.156252e-02	-1.156252e-02
3.700000e-01	3.783596e-02	3.783596e-02	3.783596e-02
3.710000e-01	9.182489e-02	9.182489e-02	9.182489e-02
3.720000e-01	1.498250e-01	1.498250e-01	1.498250e-01
3.730000e-01	2.112238e-01	2.112238e-01	2.112238e-01
3.740000e-01	2.753822e-01	2.753822e-01	2.753822e-01
3.750000e-01	3.416407e-01	3.416407e-01	3.416407e-01
3.760000e-01	4.093269e-01	4.093269e-01	4.093269e-01
3.770000e-01	4.777613e-01	4.777613e-01	4.777613e-01
3.780000e-01	5.462646e-01	5.462646e-01	5.462646e-01
3.790000e-01	6.141642e-01	6.141642e-01	6.141642e-01
3.800000e-01	6.808001e-01	6.808001e-01	6.808001e-01
3.810000e-01	7.455314e-01	7.455314e-01	7.455314e-01
3.820000e-01	8.077424e-01	8.077424e-01	8.077424e-01
3.830000e-01	8.668476e-01	8.668476e-01	8.668476e-01
3.840000e-01	9.222972e-01	9.222972e-01	9.222972e-01
3.850000e-01	9.735820e-01	9.735820e-01	9.735820e-01
3.860000e-01	1.020238e+00	1.020238e+00	1.020238e+00
3.870000e-01	1.061849e+00	1.061849e+00	1.061849e+00
3.880000e-01	1.098054e+00	1.098054e+00	1.098054e+00
3.890000e-01	1.128544e+00	1.128544e+00	1.128544e+00
3.900000e-01	1.153070e+00	1.153070e+00	1.153070e+00
3.910000e-01	1.171444e+00	1.171444e+00	1.171444e+00
3.920000e-01	1.183538e+00	1.183538e+00	1.183538e+00
3.930000e-01	1.189286e+00	1.189286e+00	1.189286e+00
3.940000e-01	1.188686e+00	1.188686e+00	1.188686e+00
3.950000e-01	1.181798e+00	1.181798e+00	1.181798e+00
3.960000e-01	1.168744e+00	1.168744e+00	1.168744e+00
3.970000e-01	1.149704e+00	1.149704e+00	1.149704e+00
3.980000e-01	1.124920e+00	1.124920e+00	1.124920e+00
3.990000e-01	1.094685e+00	1.094685e+00	1.094685e+00
4.000000e-01	1.059347e+00	1.059347e+00	1.059347e+00
4.010000e-01	1.019302e+00	1.019302e+00	1.019302e+00
4.020000e-01	9.749908e-01	9.749908e-01	9.749908e-01
4.030000e-01	9.268937e-01	9.268937e-01	9.268937e-01
4.040000e-01	8.755260e-01	8.755260e-01	8.755260e-01
4.050000e-01	8.214331e-01	8.214331e-01	8.214331e-01
4.060000e-01	7.651841e-01	7.651841e-01	7.651841e-01
4.070000e-01	7.073669e-01	7.073669e-01	7.073669e-01
4.080000e-01	6.485813e-01	6.485813e-01	6.485813e-01
4.090000e-01	5.894337e-01	5.894337e-01	5.894337e-01
4.100000e-01	5.305307e-01	5.305307e-01	5.305307e-01
4.110000e-01	4.724728e-01	4.724728e-01	4.724728e-01
4.120000e-01	4.158487e-01	4.158487e-01	4.158487e-01
4.130000e-01	3.612290e-01	3.612290e-01	3.612290e-01
4.140000e-01	3.091609e-01	3.091609e-01	3.091609e-01
4.150000e-01	2.601624e-01	2.601624e-01	2.601624e-01
4.160000e-01	2.147174e-01	2.147174e-01	2.147174e-01
4.170000e-01	1.732707e-01	1.732707e-01	1.732707e-01
4.180000e-01	1.362236e-01	1.362236e-01	1.362236e-01
4.190000e-01	1.039301e-01	1.039301e-01	1.039301e-01
4.200000e-01	7.669341e-02	7.669341e-02	7.669341e-02
4.210000e-01	5.476287e-02	5.476287e-02	5.476287e-02
4.220000e-01	3.833188e-02	3.833188e-02	3.833188e-02
4.230000e-01	2.753601e-02	2.753601e-02	2.753601e-02
4.240000e-01	2.245191e-02	2.245191e-02	2.245191e-02
4.250000e-01	2.309686e-02	2.309686e-02	2.309686e-02
4.260000e-01	2.942893e-02	2.942893e-02	2.942893e-02
