# time(ps) 	kappa_error
1.000000e-03	2.197696e-01	0.000000e+00
2.000000e-03	4.372828e-01	0.000000e+00
3.000000e-03	6.503559e-01	0.000000e+00
4.000000e-03	8.568710e-01	0.000000e+00
5.000000e-03	1.054805e+00	0.000000e+00
6.000000e-03	1.242260e+00	0.000000e+00
7.000000e-03	1.417482e+00	0.000000e+00
8.000000e-03	1.578887e+00	0.000000e+00
9.000000e-03	1.725071e+00	0.000000e+00
1.000000e-02	1.854827e+00	0.000000e+00
1.100000e-02	1.967152e+00	0.000000e+00
1.200000e-02	2.061248e+00	0.000000e+00
1.300000e-02	2.136527e+00	0.000000e+00
1.400000e-02	2.192611e+00	0.000000e+00
1.500000e-02	2.229322e+00	0.000000e+00
1.600000e-02	2.246684e+00	0.000000e+00
1.700000e-02	2.244913e+00	0.000000e+00
1.800000e-02	2.224406e+00	0.000000e+00
1.900000e-02	2.185738e+00	0.000000e+00
2.000000e-02	2.129646e+00	0.000000e+00
2.100000e-02	2.057025e+00	0.000000e+00
2.200000e-02	1.968908e+00	0.000000e+00
2.300000e-02	1.866463e+00	0.000000e+00
2.400000e-02	1.750974e+00	0.000000e+00
2.500000e-02	1.623829e+00	0.000000e+00
2.600000e-02	1.486508e+00	0.000000e+00
2.700000e-02	1.340564e+00	0.000000e+00
2.800000e-02	1.187612e+00	0.000000e+00
2.900000e-02	1.029313e+00	0.000000e+00
3.000000e-02	8.673535e-01	0.000000e+00
3.100000e-02	7.034346e-01	0.000000e+00
3.200000e-02	5.392530e-01	0.000000e+00
3.300000e-02	3.764858e-01	0.000000e+00
3.400000e-02	2.167751e-01	0.000000e+00
3.500000e-02	6.171214e-02	0.000000e+00
3.600000e-02	-8.717632e-02	0.000000e+00
3.700000e-02	-2.284422e-01	0.000000e+00
3.800000e-02	-3.607284e-01	0.000000e+00
3.900000e-02	-4.827808e-01	0.000000e+00
4.000000e-02	-5.934587e-01	0.000000e+00
4.100000e-02	-6.917437e-01	0.000000e+00
4.200000e-02	-7.767484e-01	0.000000e+00
4.300000e-02	-8.477229e-01	0.000000e+00
4.400000e-02	-9.040602e-01	0.000000e+00
4.500000e-02	-9.453008e-01	0.000000e+00
4.600000e-02	-9.711353e-01	0.000000e+00
4.700000e-02	-9.814062e-01	0.000000e+00
4.800000e-02	-9.761082e-01	0.000000e+00
4.900000e-02	-9.553878e-01	0.000000e+00
5.000000e-02	-9.195404e-01	0.000000e+00
5.100000e-02	-8.690076e-01	0.000000e+00
5.200000e-02	-8.043725e-01	0.000000e+00
5.300000e-02	-7.263537e-01	0.000000e+00
5.400000e-02	-6.357985e-01	0.000000e+00
5.500000e-02	-5.336747e-01	0.000000e+00
5.600000e-02	-4.210614e-01	0.000000e+00
5.700000e-02	-2.991387e-01	0.000000e+00
5.800000e-02	-1.691764e-01	0.000000e+00
5.900000e-02	-3.252143e-02	0.000000e+00
6.000000e-02	1.094147e-01	0.000000e+00
6.100000e-02	2.551702e-01	0.000000e+00
6.200000e-02	4.032471e-01	0.000000e+00
6.300000e-02	5.521262e-01	0.000000e+00
6.400000e-02	7.002824e-01	0.000000e+00
6.500000e-02	8.461995e-01	0.000000e+00
6.600000e-02	9.883861e-01	0.000000e+00
6.700000e-02	1.125390e+00	0.000000e+00
6.800000e-02	1.255814e+00	0.000000e+00
6.900000e-02	1.378328e+00	0.000000e+00
7.000000e-02	1.491685e+00	0.000000e+00
7.100000e-02	1.594733e+00	0.000000e+00
7.200000e-02	1.686423e+00	0.000000e+00
7.300000e-02	1.765827e+00	0.000000e+00
7.400000e-02	1.832141e+00	0.000000e+00
7.500000e-02	1.884693e+00	0.000000e+00
7.600000e-02	1.922956e+00	0.000000e+00
7.700000e-02	1.946546e+00	0.000000e+00
7.800000e-02	1.955230e+00	0.000000e+00
7.900000e-02	1.948925e+00	0.000000e+00
8.000000e-02	1.927703e+00	0.000000e+00
8.100000e-02	1.891784e+00	0.000000e+00
8.200000e-02	1.841542e+00	0.000000e+00
8.300000e-02	1.777490e+00	0.000000e+00
