# time(ps) 	kappa_vv_mean	kappa_vv_upper	kappa_vv_lower
2.253000e+00	1.803141e-15	1.803141e-15	1.803141e-15
2.254000e+00	1.798129e-15	1.798129e-15	1.798129e-15
2.255000e+00	1.793061e-15	1.793061e-15	1.793061e-15
2.256000e+00	1.787950e-15	1.787950e-15	1.787950e-15
2.257000e+00	1.782808e-15	1.782808e-15	1.782808e-15
2.258000e+00	1.777649e-15	1.777649e-15	1.777649e-15
2.259000e+00	1.772487e-15	1.772487e-15	1.772487e-15
2.260000e+00	1.767335e-15	1.767335e-15	1.767335e-15
2.261000e+00	1.762206e-15	1.762206e-15	1.762206e-15
2.262000e+00	1.757115e-15	1.757115e-15	1.757115e-15
2.263000e+00	1.752074e-15	1.752074e-15	1.752074e-15
2.264000e+00	1.747097e-15	1.747097e-15	1.747097e-15
2.265000e+00	1.742196e-15	1.742196e-15	1.742196e-15
2.266000e+00	1.737385e-15	1.737385e-15	1.737385e-15
2.267000e+00	1.732674e-15	1.732674e-15	1.732674e-15
2.268000e+00	1.728076e-15	1.728076e-15	1.728076e-15
2.269000e+00	1.723600e-15	1.723600e-15	1.723600e-15
2.270000e+00	1.719256e-15	1.719256e-15	1.719256e-15
2.271000e+00	1.715054e-15	1.715054e-15	1.715054e-15
2.272000e+00	1.711002e-15	1.711002e-15	1.711002e-15
2.273000e+00	1.707106e-15	1.707106e-15	1.707106e-15
2.274000e+00	1.703374e-15	1.703374e-15	1.703374e-15
2.275000e+00	1.699810e-15	1.699810e-15	1.699810e-15
2.276000e+00	1.696420e-15	1.696420e-15	1.696420e-15
2.277000e+00	1.693205e-15	1.693205e-15	1.693205e-15
2.278000e+00	1.690170e-15	1.690170e-15	1.690170e-15
2.279000e+00	1.687314e-15	1.687314e-15	1.687314e-15
2.280000e+00	1.684639e-15	1.684639e-15	1.684639e-15
2.281000e+00	1.682143e-15	1.682143e-15	1.682143e-15
2.282000e+00	1.679825e-15	1.679825e-15	1.679825e-15
2.283000e+00	1.677682e-15	1.677682e-15	1.677682e-15
2.284000e+00	1.675710e-15	1.675710e-15	1.675710e-15
2.285000e+00	1.673905e-15	1.673905e-15	1.673905e-15
2.286000e+00	1.672262e-15	1.672262e-15	1.672262e-15
2.287000e+00	1.670775e-15	1.670775e-15	1.670775e-15
2.288000e+00	1.669435e-15	1.669435e-15	1.669435e-15
2.289000e+00	1.668236e-15	1.668236e-15	1.668236e-15
2.290000e+00	1.667169e-15	1.667169e-15	1.667169e-15
2.291000e+00	1.666225e-15	1.666225e-15	1.666225e-15
2.292000e+00	1.665394e-15	1.665394e-15	1.665394e-15
2.293000e+00	1.664667e-15	1.664667e-15	1.664667e-15
2.294000e+00	1.664034e-15	1.664034e-15	1.664034e-15
2.295000e+00	1.663482e-15	1.663482e-15	1.663482e-15
2.296000e+00	1.663003e-15	1.663003e-15	1.663003e-15
2.297000e+00	1.662583e-15	1.662583e-15	1.662583e-15
2.298000e+00	1.662213e-15	1.662213e-15	1.662213e-15
2.299000e+00	1.661881e-15	1.661881e-15	1.661881e-15
2.300000e+00	1.661576e-15	1.661576e-15	1.661576e-15
2.301000e+00	1.661287e-15	1.661287e-15	1.661287e-15
2.302000e+00	1.661003e-15	1.661003e-15	1.661003e-15
2.303000e+00	1.660715e-15	1.660715e-15	1.660715e-15
2.304000e+00	1.660411e-15	1.660411e-15	1.660411e-15
2.305000e+00	1.660083e-15	1.660083e-15	1.660083e-15
2.306000e+00	1.659721e-15	1.659721e-15	1.659721e-15
2.307000e+00	1.659317e-15	1.659317e-15	1.659317e-15
2.308000e+00	1.658863e-15	1.658863e-15	1.658863e-15
2.309000e+00	1.658351e-15	1.658351e-15	1.658351e-15
2.310000e+00	1.657776e-15	1.657776e-15	1.657776e-15
2.311000e+00	1.657132e-15	1.657132e-15	1.657132e-15
2.312000e+00	1.656413e-15	1.656413e-15	1.656413e-15
2.313000e+00	1.655615e-15	1.655615e-15	1.655615e-15
2.314000e+00	1.654735e-15	1.654735e-15	1.654735e-15
2.315000e+00	1.653770e-15	1.653770e-15	1.653770e-15
2.316000e+00	1.652719e-15	1.652719e-15	1.652719e-15
2.317000e+00	1.651579e-15	1.651579e-15	1.651579e-15
2.318000e+00	1.650351e-15	1.650351e-15	1.650351e-15
2.319000e+00	1.649035e-15	1.649035e-15	1.649035e-15
2.320000e+00	1.647633e-15	1.647633e-15	1.647633e-15
2.321000e+00	1.646145e-15	1.646145e-15	1.646145e-15
2.322000e+00	1.644576e-15	1.644576e-15	1.644576e-15
2.323000e+00	1.642926e-15	1.642926e-15	1.642926e-15
2.324000e+00	1.641201e-15	1.641201e-15	1.641201e-15
2.325000e+00	1.639405e-15	1.639405e-15	1.639405e-15
2.326000e+00	1.637543e-15	1.637543e-15	1.637543e-15
2.327000e+00	1.635619e-15	1.635619e-15	1.635619e-15
2.328000e+00	1.633641e-15	1.633641e-15	1.633641e-15
2.329000e+00	1.631613e-15	1.631613e-15	1.631613e-15
2.330000e+00	1.629544e-15	1.629544e-15	1.629544e-15
2.331000e+00	1.627439e-15	1.627439e-15	1.627439e-15
2.332000e+00	1.625308e-15	1.625308e-15	1.625308e-15
2.333000e+00	1.623157e-15	1.623157e-15	1.623157e-15
2.334000e+00	1.620996e-15	1.620996e-15	1.620996e-15
2.335000e+00	1.618832e-15	1.618832e-15	1.618832e-15
2.336000e+00	1.616676e-15	1.616676e-15	1.616676e-15
2.337000e+00	1.614536e-15	1.614536e-15	1.614536e-15
2.338000e+00	1.612423e-15	1.612423e-15	1.612423e-15
2.339000e+00	1.610347e-15	1.610347e-15	1.610347e-15
2.340000e+00	1.608318e-15	1.608318e-15	1.608318e-15
2.341000e+00	1.606348e-15	1.606348e-15	1.606348e-15
2.342000e+00	1.604447e-15	1.604447e-15	1.604447e-15
2.343000e+00	1.602627e-15	1.602627e-15	1.602627e-15
2.344000e+00	1.600900e-15	1.600900e-15	1.600900e-15
2.345000e+00	1.599277e-15	1.599277e-15	1.599277e-15
2.346000e+00	1.597772e-15	1.597772e-15	1.597772e-15
2.347000e+00	1.596396e-15	1.596396e-15	1.596396e-15
2.348000e+00	1.595163e-15	1.595163e-15	1.595163e-15
2.349000e+00	1.594084e-15	1.594084e-15	1.594084e-15
2.350000e+00	1.593173e-15	1.593173e-15	1.593173e-15
2.351000e+00	1.592442e-15	1.592442e-15	1.592442e-15
2.352000e+00	1.591904e-15	1.591904e-15	1.591904e-15
2.353000e+00	1.591571e-15	1.591571e-15	1.591571e-15
2.354000e+00	1.591455e-15	1.591455e-15	1.591455e-15
2.355000e+00	1.591569e-15	1.591569e-15	1.591569e-15
2.356000e+00	1.591922e-15	1.591922e-15	1.591922e-15
2.357000e+00	1.592528e-15	1.592528e-15	1.592528e-15
2.358000e+00	1.593395e-15	1.593395e-15	1.593395e-15
2.359000e+00	1.594533e-15	1.594533e-15	1.594533e-15
2.360000e+00	1.595952e-15	1.595952e-15	1.595952e-15
2.361000e+00	1.597661e-15	1.597661e-15	1.597661e-15
2.362000e+00	1.599665e-15	1.599665e-15	1.599665e-15
2.363000e+00	1.601972e-15	1.601972e-15	1.601972e-15
2.364000e+00	1.604588e-15	1.604588e-15	1.604588e-15
2.365000e+00	1.607517e-15	1.607517e-15	1.607517e-15
2.366000e+00	1.610762e-15	1.610762e-15	1.610762e-15
2.367000e+00	1.614326e-15	1.614326e-15	1.614326e-15
2.368000e+00	1.618210e-15	1.618210e-15	1.618210e-15
2.369000e+00	1.622415e-15	1.622415e-15	1.622415e-15
2.370000e+00	1.626939e-15	1.626939e-15	1.626939e-15
2.371000e+00	1.631780e-15	1.631780e-15	1.631780e-15
2.372000e+00	1.636935e-15	1.636935e-15	1.636935e-15
2.373000e+00	1.642400e-15	1.642400e-15	1.642400e-15
2.374000e+00	1.648169e-15	1.648169e-15	1.648169e-15
2.375000e+00	1.654234e-15	1.654234e-15	1.654234e-15
2.376000e+00	1.660589e-15	1.660589e-15	1.660589e-15
2.377000e+00	1.667224e-15	1.667224e-15	1.667224e-15
2.378000e+00	1.674129e-15	1.674129e-15	1.674129e-15
2.379000e+00	1.681293e-15	1.681293e-15	1.681293e-15
2.380000e+00	1.688704e-15	1.688704e-15	1.688704e-15
2.381000e+00	1.696349e-15	1.696349e-15	1.696349e-15
2.382000e+00	1.704215e-15	1.704215e-15	1.704215e-15
2.383000e+00	1.712285e-15	1.712285e-15	1.712285e-15
2.384000e+00	1.720545e-15	1.720545e-15	1.720545e-15
2.385000e+00	1.728978e-15	1.728978e-15	1.728978e-15
2.386000e+00	1.737566e-15	1.737566e-15	1.737566e-15
2.387000e+00	1.746293e-15	1.746293e-15	1.746293e-15
2.388000e+00	1.755140e-15	1.755140e-15	1.755140e-15
2.389000e+00	1.764086e-15	1.764086e-15	1.764086e-15
2.390000e+00	1.773114e-15	1.773114e-15	1.773114e-15
2.391000e+00	1.782203e-15	1.782203e-15	1.782203e-15
2.392000e+00	1.791332e-15	1.791332e-15	1.791332e-15
2.393000e+00	1.800480e-15	1.800480e-15	1.800480e-15
2.394000e+00	1.809627e-15	1.809627e-15	1.809627e-15
2.395000e+00	1.818752e-15	1.818752e-15	1.818752e-15
2.396000e+00	1.827832e-15	1.827832e-15	1.827832e-15
2.397000e+00	1.836847e-15	1.836847e-15	1.836847e-15
2.398000e+00	1.845775e-15	1.845775e-15	1.845775e-15
2.399000e+00	1.854596e-15	1.854596e-15	1.854596e-15
2.400000e+00	1.863287e-15	1.863287e-15	1.863287e-15
2.401000e+00	1.871828e-15	1.871828e-15	1.871828e-15
2.402000e+00	1.880199e-15	1.880199e-15	1.880199e-15
2.403000e+00	1.888379e-15	1.888379e-15	1.888379e-15
2.404000e+00	1.896350e-15	1.896350e-15	1.896350e-15
2.405000e+00	1.904092e-15	1.904092e-15	1.904092e-15
2.406000e+00	1.911586e-15	1.911586e-15	1.911586e-15
2.407000e+00	1.918816e-15	1.918816e-15	1.918816e-15
2.408000e+00	1.925764e-15	1.925764e-15	1.925764e-15
2.409000e+00	1.932415e-15	1.932415e-15	1.932415e-15
2.410000e+00	1.938753e-15	1.938753e-15	1.938753e-15
2.411000e+00	1.944764e-15	1.944764e-15	1.944764e-15
2.412000e+00	1.950436e-15	1.950436e-15	1.950436e-15
2.413000e+00	1.955755e-15	1.955755e-15	1.955755e-15
2.414000e+00	1.960712e-15	1.960712e-15	1.960712e-15
2.415000e+00	1.965295e-15	1.965295e-15	1.965295e-15
2.416000e+00	1.969496e-15	1.969496e-15	1.969496e-15
2.417000e+00	1.973308e-15	1.973308e-15	1.973308e-15
2.418000e+00	1.976723e-15	1.976723e-15	1.976723e-15
2.419000e+00	1.979736e-15	1.979736e-15	1.979736e-15
2.420000e+00	1.982342e-15	1.982342e-15	1.982342e-15
2.421000e+00	1.984538e-15	1.984538e-15	1.984538e-15
2.422000e+00	1.986322e-15	1.986322e-15	1.986322e-15
2.423000e+00	1.987693e-15	1.987693e-15	1.987693e-15
2.424000e+00	1.988649e-15	1.988649e-15	1.988649e-15
2.425000e+00	1.989193e-15	1.989193e-15	1.989193e-15
2.426000e+00	1.989326e-15	1.989326e-15	1.989326e-15
2.427000e+00	1.989051e-15	1.989051e-15	1.989051e-15
2.428000e+00	1.988371e-15	1.988371e-15	1.988371e-15
2.429000e+00	1.987292e-15	1.987292e-15	1.987292e-15
2.430000e+00	1.985820e-15	1.985820e-15	1.985820e-15
2.431000e+00	1.983960e-15	1.983960e-15	1.983960e-15
2.432000e+00	1.981721e-15	1.981721e-15	1.981721e-15
2.433000e+00	1.979112e-15	1.979112e-15	1.979112e-15
2.434000e+00	1.976140e-15	1.976140e-15	1.976140e-15
2.435000e+00	1.972817e-15	1.972817e-15	1.972817e-15
2.436000e+00	1.969153e-15	1.969153e-15	1.969153e-15
2.437000e+00	1.965160e-15	1.965160e-15	1.965160e-15
2.438000e+00	1.960851e-15	1.960851e-15	1.960851e-15
2.439000e+00	1.956238e-15	1.956238e-15	1.956238e-15
2.440000e+00	1.951335e-15	1.951335e-15	1.951335e-15
2.441000e+00	1.946156e-15	1.946156e-15	1.946156e-15
2.442000e+00	1.940718e-15	1.940718e-15	1.940718e-15
2.443000e+00	1.935034e-15	1.935034e-15	1.935034e-15
2.444000e+00	1.929122e-15	1.929122e-15	1.929122e-15
2.445000e+00	1.922997e-15	1.922997e-15	1.922997e-15
2.446000e+00	1.916678e-15	1.916678e-15	1.916678e-15
2.447000e+00	1.910180e-15	1.910180e-15	1.910180e-15
2.448000e+00	1.903521e-15	1.903521e-15	1.903521e-15
2.449000e+00	1.896720e-15	1.896720e-15	1.896720e-15
2.450000e+00	1.889795e-15	1.889795e-15	1.889795e-15
2.451000e+00	1.882763e-15	1.882763e-15	1.882763e-15
2.452000e+00	1.875642e-15	1.875642e-15	1.875642e-15
2.453000e+00	1.868452e-15	1.868452e-15	1.868452e-15
2.454000e+00	1.861209e-15	1.861209e-15	1.861209e-15
2.455000e+00	1.853931e-15	1.853931e-15	1.853931e-15
2.456000e+00	1.846637e-15	1.846637e-15	1.846637e-15
2.457000e+00	1.839344e-15	1.839344e-15	1.839344e-15
2.458000e+00	1.832067e-15	1.832067e-15	1.832067e-15
2.459000e+00	1.824825e-15	1.824825e-15	1.824825e-15
2.460000e+00	1.817632e-15	1.817632e-15	1.817632e-15
2.461000e+00	1.810504e-15	1.810504e-15	1.810504e-15
2.462000e+00	1.803456e-15	1.803456e-15	1.803456e-15
2.463000e+00	1.796501e-15	1.796501e-15	1.796501e-15
2.464000e+00	1.789654e-15	1.789654e-15	1.789654e-15
2.465000e+00	1.782925e-15	1.782925e-15	1.782925e-15
2.466000e+00	1.776326e-15	1.776326e-15	1.776326e-15
2.467000e+00	1.769869e-15	1.769869e-15	1.769869e-15
2.468000e+00	1.763563e-15	1.763563e-15	1.763563e-15
2.469000e+00	1.757416e-15	1.757416e-15	1.757416e-15
2.470000e+00	1.751437e-15	1.751437e-15	1.751437e-15
2.471000e+00	1.745632e-15	1.745632e-15	1.745632e-15
2.472000e+00	1.740008e-15	1.740008e-15	1.740008e-15
2.473000e+00	1.734569e-15	1.734569e-15	1.734569e-15
2.474000e+00	1.729319e-15	1.729319e-15	1.729319e-15
2.475000e+00	1.724262e-15	1.724262e-15	1.724262e-15
2.476000e+00	1.719400e-15	1.719400e-15	1.719400e-15
2.477000e+00	1.714735e-15	1.714735e-15	1.714735e-15
2.478000e+00	1.710268e-15	1.710268e-15	1.710268e-15
2.479000e+00	1.705998e-15	1.705998e-15	1.705998e-15
2.480000e+00	1.701926e-15	1.701926e-15	1.701926e-15
2.481000e+00	1.698050e-15	1.698050e-15	1.698050e-15
2.482000e+00	1.694370e-15	1.694370e-15	1.694370e-15
2.483000e+00	1.690882e-15	1.690882e-15	1.690882e-15
2.484000e+00	1.687586e-15	1.687586e-15	1.687586e-15
2.485000e+00	1.684478e-15	1.684478e-15	1.684478e-15
2.486000e+00	1.681555e-15	1.681555e-15	1.681555e-15
2.487000e+00	1.678816e-15	1.678816e-15	1.678816e-15
2.488000e+00	1.676256e-15	1.676256e-15	1.676256e-15
2.489000e+00	1.673873e-15	1.673873e-15	1.673873e-15
2.490000e+00	1.671664e-15	1.671664e-15	1.671664e-15
2.491000e+00	1.669626e-15	1.669626e-15	1.669626e-15
2.492000e+00	1.667757e-15	1.667757e-15	1.667757e-15
2.493000e+00	1.666054e-15	1.666054e-15	1.666054e-15
2.494000e+00	1.664516e-15	1.664516e-15	1.664516e-15
2.495000e+00	1.663139e-15	1.663139e-15	1.663139e-15
2.496000e+00	1.661924e-15	1.661924e-15	1.661924e-15
2.497000e+00	1.660868e-15	1.660868e-15	1.660868e-15
2.498000e+00	1.659970e-15	1.659970e-15	1.659970e-15
2.499000e+00	1.659231e-15	1.659231e-15	1.659231e-15
2.500000e+00	1.658649e-15	1.658649e-15	1.658649e-15
2.501000e+00	1.658225e-15	1.658225e-15	1.658225e-15
2.502000e+00	1.657960e-15	1.657960e-15	1.657960e-15
2.503000e+00	1.657853e-15	1.657853e-15	1.657853e-15
2.504000e+00	1.657906e-15	1.657906e-15	1.657906e-15
2.505000e+00	1.658120e-15	1.658120e-15	1.658120e-15
2.506000e+00	1.658495e-15	1.658495e-15	1.658495e-15
2.507000e+00	1.659034e-15	1.659034e-15	1.659034e-15
2.508000e+00	1.659737e-15	1.659737e-15	1.659737e-15
2.509000e+00	1.660606e-15	1.660606e-15	1.660606e-15
2.510000e+00	1.661642e-15	1.661642e-15	1.661642e-15
2.511000e+00	1.662846e-15	1.662846e-15	1.662846e-15
2.512000e+00	1.664219e-15	1.664219e-15	1.664219e-15
2.513000e+00	1.665762e-15	1.665762e-15	1.665762e-15
2.514000e+00	1.667476e-15	1.667476e-15	1.667476e-15
2.515000e+00	1.669361e-15	1.669361e-15	1.669361e-15
2.516000e+00	1.671415e-15	1.671415e-15	1.671415e-15
2.517000e+00	1.673640e-15	1.673640e-15	1.673640e-15
2.518000e+00	1.676034e-15	1.676034e-15	1.676034e-15
2.519000e+00	1.678595e-15	1.678595e-15	1.678595e-15
2.520000e+00	1.681322e-15	1.681322e-15	1.681322e-15
2.521000e+00	1.684212e-15	1.684212e-15	1.684212e-15
2.522000e+00	1.687263e-15	1.687263e-15	1.687263e-15
2.523000e+00	1.690470e-15	1.690470e-15	1.690470e-15
2.524000e+00	1.693830e-15	1.693830e-15	1.693830e-15
2.525000e+00	1.697339e-15	1.697339e-15	1.697339e-15
2.526000e+00	1.700992e-15	1.700992e-15	1.700992e-15
2.527000e+00	1.704783e-15	1.704783e-15	1.704783e-15
2.528000e+00	1.708706e-15	1.708706e-15	1.708706e-15
2.529000e+00	1.712756e-15	1.712756e-15	1.712756e-15
2.530000e+00	1.716925e-15	1.716925e-15	1.716925e-15
2.531000e+00	1.721206e-15	1.721206e-15	1.721206e-15
2.532000e+00	1.725592e-15	1.725592e-15	1.725592e-15
2.533000e+00	1.730076e-15	1.730076e-15	1.730076e-15
2.534000e+00	1.734648e-15	1.734648e-15	1.734648e-15
2.535000e+00	1.739301e-15	1.739301e-15	1.739301e-15
2.536000e+00	1.744026e-15	1.744026e-15	1.744026e-15
2.537000e+00	1.748815e-15	1.748815e-15	1.748815e-15
2.538000e+00	1.753659e-15	1.753659e-15	1.753659e-15
2.539000e+00	1.758548e-15	1.758548e-15	1.758548e-15
2.540000e+00	1.763473e-15	1.763473e-15	1.763473e-15
2.541000e+00	1.768427e-15	1.768427e-15	1.768427e-15
2.542000e+00	1.773399e-15	1.773399e-15	1.773399e-15
2.543000e+00	1.778381e-15	1.778381e-15	1.778381e-15
2.544000e+00	1.783364e-15	1.783364e-15	1.783364e-15
2.545000e+00	1.788340e-15	1.788340e-15	1.788340e-15
2.546000e+00	1.793300e-15	1.793300e-15	1.793300e-15
2.547000e+00	1.798235e-15	1.798235e-15	1.798235e-15
2.548000e+00	1.803139e-15	1.803139e-15	1.803139e-15
2.549000e+00	1.808004e-15	1.808004e-15	1.808004e-15
2.550000e+00	1.812823e-15	1.812823e-15	1.812823e-15
2.551000e+00	1.817589e-15	1.817589e-15	1.817589e-15
2.552000e+00	1.822296e-15	1.822296e-15	1.822296e-15
2.553000e+00	1.826939e-15	1.826939e-15	1.826939e-15
2.554000e+00	1.831512e-15	1.831512e-15	1.831512e-15
2.555000e+00	1.836012e-15	1.836012e-15	1.836012e-15
2.556000e+00	1.840433e-15	1.840433e-15	1.840433e-15
2.557000e+00	1.844774e-15	1.844774e-15	1.844774e-15
2.558000e+00	1.849030e-15	1.849030e-15	1.849030e-15
2.559000e+00	1.853202e-15	1.853202e-15	1.853202e-15
2.560000e+00	1.857286e-15	1.857286e-15	1.857286e-15
2.561000e+00	1.861282e-15	1.861282e-15	1.861282e-15
2.562000e+00	1.865191e-15	1.865191e-15	1.865191e-15
2.563000e+00	1.869012e-15	1.869012e-15	1.869012e-15
2.564000e+00	1.872747e-15	1.872747e-15	1.872747e-15
2.565000e+00	1.876397e-15	1.876397e-15	1.876397e-15
2.566000e+00	1.879964e-15	1.879964e-15	1.879964e-15
2.567000e+00	1.883452e-15	1.883452e-15	1.883452e-15
2.568000e+00	1.886862e-15	1.886862e-15	1.886862e-15
2.569000e+00	1.890199e-15	1.890199e-15	1.890199e-15
2.570000e+00	1.893466e-15	1.893466e-15	1.893466e-15
2.571000e+00	1.896667e-15	1.896667e-15	1.896667e-15
2.572000e+00	1.899806e-15	1.899806e-15	1.899806e-15
2.573000e+00	1.902889e-15	1.902889e-15	1.902889e-15
2.574000e+00	1.905920e-15	1.905920e-15	1.905920e-15
2.575000e+00	1.908903e-15	1.908903e-15	1.908903e-15
2.576000e+00	1.911844e-15	1.911844e-15	1.911844e-15
2.577000e+00	1.914747e-15	1.914747e-15	1.914747e-15
2.578000e+00	1.917618e-15	1.917618e-15	1.917618e-15
2.579000e+00	1.920460e-15	1.920460e-15	1.920460e-15
2.580000e+00	1.923279e-15	1.923279e-15	1.923279e-15
2.581000e+00	1.926080e-15	1.926080e-15	1.926080e-15
2.582000e+00	1.928866e-15	1.928866e-15	1.928866e-15
2.583000e+00	1.931641e-15	1.931641e-15	1.931641e-15
2.584000e+00	1.934411e-15	1.934411e-15	1.934411e-15
2.585000e+00	1.937177e-15	1.937177e-15	1.937177e-15
2.586000e+00	1.939944e-15	1.939944e-15	1.939944e-15
2.587000e+00	1.942714e-15	1.942714e-15	1.942714e-15
2.588000e+00	1.945490e-15	1.945490e-15	1.945490e-15
2.589000e+00	1.948273e-15	1.948273e-15	1.948273e-15
2.590000e+00	1.951067e-15	1.951067e-15	1.951067e-15
2.591000e+00	1.953871e-15	1.953871e-15	1.953871e-15
2.592000e+00	1.956687e-15	1.956687e-15	1.956687e-15
2.593000e+00	1.959515e-15	1.959515e-15	1.959515e-15
2.594000e+00	1.962355e-15	1.962355e-15	1.962355e-15
2.595000e+00	1.965205e-15	1.965205e-15	1.965205e-15
2.596000e+00	1.968066e-15	1.968066e-15	1.968066e-15
2.597000e+00	1.970934e-15	1.970934e-15	1.970934e-15
2.598000e+00	1.973809e-15	1.973809e-15	1.973809e-15
2.599000e+00	1.976686e-15	1.976686e-15	1.976686e-15
2.600000e+00	1.979562e-15	1.979562e-15	1.979562e-15
2.601000e+00	1.982433e-15	1.982433e-15	1.982433e-15
2.602000e+00	1.985295e-15	1.985295e-15	1.985295e-15
2.603000e+00	1.988142e-15	1.988142e-15	1.988142e-15
2.604000e+00	1.990969e-15	1.990969e-15	1.990969e-15
2.605000e+00	1.993769e-15	1.993769e-15	1.993769e-15
2.606000e+00	1.996536e-15	1.996536e-15	1.996536e-15
2.607000e+00	1.999262e-15	1.999262e-15	1.999262e-15
2.608000e+00	2.001940e-15	2.001940e-15	2.001940e-15
2.609000e+00	2.004561e-15	2.004561e-15	2.004561e-15
2.610000e+00	2.007117e-15	2.007117e-15	2.007117e-15
2.611000e+00	2.009599e-15	2.009599e-15	2.009599e-15
2.612000e+00	2.011997e-15	2.011997e-15	2.011997e-15
2.613000e+00	2.014303e-15	2.014303e-15	2.014303e-15
2.614000e+00	2.016506e-15	2.016506e-15	2.016506e-15
2.615000e+00	2.018596e-15	2.018596e-15	2.018596e-15
2.616000e+00	2.020565e-15	2.020565e-15	2.020565e-15
2.617000e+00	2.022401e-15	2.022401e-15	2.022401e-15
2.618000e+00	2.024094e-15	2.024094e-15	2.024094e-15
2.619000e+00	2.025635e-15	2.025635e-15	2.025635e-15
2.620000e+00	2.027015e-15	2.027015e-15	2.027015e-15
2.621000e+00	2.028223e-15	2.028223e-15	2.028223e-15
2.622000e+00	2.029250e-15	2.029250e-15	2.029250e-15
2.623000e+00	2.030087e-15	2.030087e-15	2.030087e-15
2.624000e+00	2.030726e-15	2.030726e-15	2.030726e-15
2.625000e+00	2.031158e-15	2.031158e-15	2.031158e-15
2.626000e+00	2.031375e-15	2.031375e-15	2.031375e-15
2.627000e+00	2.031372e-15	2.031372e-15	2.031372e-15
2.628000e+00	2.031140e-15	2.031140e-15	2.031140e-15
2.629000e+00	2.030674e-15	2.030674e-15	2.030674e-15
2.630000e+00	2.029969e-15	2.029969e-15	2.029969e-15
2.631000e+00	2.029020e-15	2.029020e-15	2.029020e-15
2.632000e+00	2.027822e-15	2.027822e-15	2.027822e-15
2.633000e+00	2.026373e-15	2.026373e-15	2.026373e-15
2.634000e+00	2.024671e-15	2.024671e-15	2.024671e-15
2.635000e+00	2.022712e-15	2.022712e-15	2.022712e-15
2.636000e+00	2.020497e-15	2.020497e-15	2.020497e-15
2.637000e+00	2.018025e-15	2.018025e-15	2.018025e-15
2.638000e+00	2.015297e-15	2.015297e-15	2.015297e-15
2.639000e+00	2.012314e-15	2.012314e-15	2.012314e-15
2.640000e+00	2.009079e-15	2.009079e-15	2.009079e-15
2.641000e+00	2.005593e-15	2.005593e-15	2.005593e-15
2.642000e+00	2.001861e-15	2.001861e-15	2.001861e-15
2.643000e+00	1.997888e-15	1.997888e-15	1.997888e-15
2.644000e+00	1.993678e-15	1.993678e-15	1.993678e-15
2.645000e+00	1.989237e-15	1.989237e-15	1.989237e-15
2.646000e+00	1.984572e-15	1.984572e-15	1.984572e-15
2.647000e+00	1.979690e-15	1.979690e-15	1.979690e-15
2.648000e+00	1.974600e-15	1.974600e-15	1.974600e-15
2.649000e+00	1.969309e-15	1.969309e-15	1.969309e-15
2.650000e+00	1.963827e-15	1.963827e-15	1.963827e-15
2.651000e+00	1.958163e-15	1.958163e-15	1.958163e-15
2.652000e+00	1.952329e-15	1.952329e-15	1.952329e-15
2.653000e+00	1.946334e-15	1.946334e-15	1.946334e-15
2.654000e+00	1.940190e-15	1.940190e-15	1.940190e-15
2.655000e+00	1.933909e-15	1.933909e-15	1.933909e-15
2.656000e+00	1.927502e-15	1.927502e-15	1.927502e-15
2.657000e+00	1.920983e-15	1.920983e-15	1.920983e-15
2.658000e+00	1.914363e-15	1.914363e-15	1.914363e-15
2.659000e+00	1.907657e-15	1.907657e-15	1.907657e-15
2.660000e+00	1.900876e-15	1.900876e-15	1.900876e-15
2.661000e+00	1.894036e-15	1.894036e-15	1.894036e-15
2.662000e+00	1.887148e-15	1.887148e-15	1.887148e-15
2.663000e+00	1.880228e-15	1.880228e-15	1.880228e-15
2.664000e+00	1.873288e-15	1.873288e-15	1.873288e-15
2.665000e+00	1.866343e-15	1.866343e-15	1.866343e-15
2.666000e+00	1.859406e-15	1.859406e-15	1.859406e-15
2.667000e+00	1.852491e-15	1.852491e-15	1.852491e-15
2.668000e+00	1.845612e-15	1.845612e-15	1.845612e-15
2.669000e+00	1.838782e-15	1.838782e-15	1.838782e-15
2.670000e+00	1.832014e-15	1.832014e-15	1.832014e-15
2.671000e+00	1.825321e-15	1.825321e-15	1.825321e-15
2.672000e+00	1.818717e-15	1.818717e-15	1.818717e-15
2.673000e+00	1.812213e-15	1.812213e-15	1.812213e-15
2.674000e+00	1.805823e-15	1.805823e-15	1.805823e-15
2.675000e+00	1.799558e-15	1.799558e-15	1.799558e-15
2.676000e+00	1.793428e-15	1.793428e-15	1.793428e-15
2.677000e+00	1.787447e-15	1.787447e-15	1.787447e-15
2.678000e+00	1.781624e-15	1.781624e-15	1.781624e-15
2.679000e+00	1.775970e-15	1.775970e-15	1.775970e-15
2.680000e+00	1.770494e-15	1.770494e-15	1.770494e-15
2.681000e+00	1.765207e-15	1.765207e-15	1.765207e-15
2.682000e+00	1.760117e-15	1.760117e-15	1.760117e-15
2.683000e+00	1.755233e-15	1.755233e-15	1.755233e-15
2.684000e+00	1.750563e-15	1.750563e-15	1.750563e-15
2.685000e+00	1.746115e-15	1.746115e-15	1.746115e-15
2.686000e+00	1.741896e-15	1.741896e-15	1.741896e-15
2.687000e+00	1.737913e-15	1.737913e-15	1.737913e-15
2.688000e+00	1.734173e-15	1.734173e-15	1.734173e-15
