# time(ps) 	kappa_ev_mean	kappa_ev_upper	kappa_ev_lower
2.739000e+00	-2.254877e-08	-2.254877e-08	-2.254877e-08
2.740000e+00	-2.266034e-08	-2.266034e-08	-2.266034e-08
2.741000e+00	-2.277175e-08	-2.277175e-08	-2.277175e-08
2.742000e+00	-2.288332e-08	-2.288332e-08	-2.288332e-08
2.743000e+00	-2.299536e-08	-2.299536e-08	-2.299536e-08
2.744000e+00	-2.310816e-08	-2.310816e-08	-2.310816e-08
2.745000e+00	-2.322203e-08	-2.322203e-08	-2.322203e-08
2.746000e+00	-2.333721e-08	-2.333721e-08	-2.333721e-08
2.747000e+00	-2.345397e-08	-2.345397e-08	-2.345397e-08
2.748000e+00	-2.357250e-08	-2.357250e-08	-2.357250e-08
2.749000e+00	-2.369299e-08	-2.369299e-08	-2.369299e-08
2.750000e+00	-2.381555e-08	-2.381555e-08	-2.381555e-08
2.751000e+00	-2.394029e-08	-2.394029e-08	-2.394029e-08
2.752000e+00	-2.406724e-08	-2.406724e-08	-2.406724e-08
2.753000e+00	-2.419639e-08	-2.419639e-08	-2.419639e-08
2.754000e+00	-2.432769e-08	-2.432769e-08	-2.432769e-08
2.755000e+00	-2.446103e-08	-2.446103e-08	-2.446103e-08
2.756000e+00	-2.459624e-08	-2.459624e-08	-2.459624e-08
2.757000e+00	-2.473311e-08	-2.473311e-08	-2.473311e-08
2.758000e+00	-2.487139e-08	-2.487139e-08	-2.487139e-08
2.759000e+00	-2.501077e-08	-2.501077e-08	-2.501077e-08
2.760000e+00	-2.515089e-08	-2.515089e-08	-2.515089e-08
2.761000e+00	-2.529138e-08	-2.529138e-08	-2.529138e-08
2.762000e+00	-2.543181e-08	-2.543181e-08	-2.543181e-08
2.763000e+00	-2.557173e-08	-2.557173e-08	-2.557173e-08
2.764000e+00	-2.571065e-08	-2.571065e-08	-2.571065e-08
2.765000e+00	-2.584808e-08	-2.584808e-08	-2.584808e-08
2.766000e+00	-2.598352e-08	-2.598352e-08	-2.598352e-08
2.767000e+00	-2.611643e-08	-2.611643e-08	-2.611643e-08
2.768000e+00	-2.624629e-08	-2.624629e-08	-2.624629e-08
2.769000e+00	-2.637258e-08	-2.637258e-08	-2.637258e-08
2.770000e+00	-2.649479e-08	-2.649479e-08	-2.649479e-08
2.771000e+00	-2.661241e-08	-2.661241e-08	-2.661241e-08
2.772000e+00	-2.672496e-08	-2.672496e-08	-2.672496e-08
2.773000e+00	-2.683198e-08	-2.683198e-08	-2.683198e-08
2.774000e+00	-2.693304e-08	-2.693304e-08	-2.693304e-08
2.775000e+00	-2.702774e-08	-2.702774e-08	-2.702774e-08
2.776000e+00	-2.711571e-08	-2.711571e-08	-2.711571e-08
2.777000e+00	-2.719663e-08	-2.719663e-08	-2.719663e-08
2.778000e+00	-2.727022e-08	-2.727022e-08	-2.727022e-08
2.779000e+00	-2.733625e-08	-2.733625e-08	-2.733625e-08
2.780000e+00	-2.739452e-08	-2.739452e-08	-2.739452e-08
2.781000e+00	-2.744490e-08	-2.744490e-08	-2.744490e-08
2.782000e+00	-2.748732e-08	-2.748732e-08	-2.748732e-08
2.783000e+00	-2.752175e-08	-2.752175e-08	-2.752175e-08
2.784000e+00	-2.754822e-08	-2.754822e-08	-2.754822e-08
2.785000e+00	-2.756682e-08	-2.756682e-08	-2.756682e-08
2.786000e+00	-2.757768e-08	-2.757768e-08	-2.757768e-08
2.787000e+00	-2.758102e-08	-2.758102e-08	-2.758102e-08
2.788000e+00	-2.757709e-08	-2.757709e-08	-2.757709e-08
2.789000e+00	-2.756619e-08	-2.756619e-08	-2.756619e-08
2.790000e+00	-2.754869e-08	-2.754869e-08	-2.754869e-08
2.791000e+00	-2.752500e-08	-2.752500e-08	-2.752500e-08
2.792000e+00	-2.749558e-08	-2.749558e-08	-2.749558e-08
2.793000e+00	-2.746093e-08	-2.746093e-08	-2.746093e-08
2.794000e+00	-2.742159e-08	-2.742159e-08	-2.742159e-08
2.795000e+00	-2.737816e-08	-2.737816e-08	-2.737816e-08
2.796000e+00	-2.733123e-08	-2.733123e-08	-2.733123e-08
2.797000e+00	-2.728144e-08	-2.728144e-08	-2.728144e-08
2.798000e+00	-2.722947e-08	-2.722947e-08	-2.722947e-08
2.799000e+00	-2.717598e-08	-2.717598e-08	-2.717598e-08
2.800000e+00	-2.712167e-08	-2.712167e-08	-2.712167e-08
2.801000e+00	-2.706724e-08	-2.706724e-08	-2.706724e-08
2.802000e+00	-2.701338e-08	-2.701338e-08	-2.701338e-08
2.803000e+00	-2.696079e-08	-2.696079e-08	-2.696079e-08
2.804000e+00	-2.691015e-08	-2.691015e-08	-2.691015e-08
2.805000e+00	-2.686211e-08	-2.686211e-08	-2.686211e-08
2.806000e+00	-2.681732e-08	-2.681732e-08	-2.681732e-08
2.807000e+00	-2.677639e-08	-2.677639e-08	-2.677639e-08
2.808000e+00	-2.673989e-08	-2.673989e-08	-2.673989e-08
2.809000e+00	-2.670836e-08	-2.670836e-08	-2.670836e-08
2.810000e+00	-2.668227e-08	-2.668227e-08	-2.668227e-08
2.811000e+00	-2.666207e-08	-2.666207e-08	-2.666207e-08
2.812000e+00	-2.664813e-08	-2.664813e-08	-2.664813e-08
2.813000e+00	-2.664078e-08	-2.664078e-08	-2.664078e-08
2.814000e+00	-2.664026e-08	-2.664026e-08	-2.664026e-08
2.815000e+00	-2.664678e-08	-2.664678e-08	-2.664678e-08
2.816000e+00	-2.666044e-08	-2.666044e-08	-2.666044e-08
2.817000e+00	-2.668132e-08	-2.668132e-08	-2.668132e-08
2.818000e+00	-2.670939e-08	-2.670939e-08	-2.670939e-08
2.819000e+00	-2.674458e-08	-2.674458e-08	-2.674458e-08
2.820000e+00	-2.678673e-08	-2.678673e-08	-2.678673e-08
2.821000e+00	-2.683565e-08	-2.683565e-08	-2.683565e-08
2.822000e+00	-2.689104e-08	-2.689104e-08	-2.689104e-08
2.823000e+00	-2.695259e-08	-2.695259e-08	-2.695259e-08
2.824000e+00	-2.701990e-08	-2.701990e-08	-2.701990e-08
2.825000e+00	-2.709254e-08	-2.709254e-08	-2.709254e-08
2.826000e+00	-2.717002e-08	-2.717002e-08	-2.717002e-08
2.827000e+00	-2.725182e-08	-2.725182e-08	-2.725182e-08
2.828000e+00	-2.733738e-08	-2.733738e-08	-2.733738e-08
2.829000e+00	-2.742611e-08	-2.742611e-08	-2.742611e-08
2.830000e+00	-2.751740e-08	-2.751740e-08	-2.751740e-08
2.831000e+00	-2.761062e-08	-2.761062e-08	-2.761062e-08
2.832000e+00	-2.770512e-08	-2.770512e-08	-2.770512e-08
2.833000e+00	-2.780025e-08	-2.780025e-08	-2.780025e-08
2.834000e+00	-2.789536e-08	-2.789536e-08	-2.789536e-08
2.835000e+00	-2.798981e-08	-2.798981e-08	-2.798981e-08
2.836000e+00	-2.808294e-08	-2.808294e-08	-2.808294e-08
2.837000e+00	-2.817415e-08	-2.817415e-08	-2.817415e-08
2.838000e+00	-2.826282e-08	-2.826282e-08	-2.826282e-08
2.839000e+00	-2.834838e-08	-2.834838e-08	-2.834838e-08
2.840000e+00	-2.843027e-08	-2.843027e-08	-2.843027e-08
2.841000e+00	-2.850798e-08	-2.850798e-08	-2.850798e-08
2.842000e+00	-2.858102e-08	-2.858102e-08	-2.858102e-08
2.843000e+00	-2.864895e-08	-2.864895e-08	-2.864895e-08
2.844000e+00	-2.871138e-08	-2.871138e-08	-2.871138e-08
2.845000e+00	-2.876794e-08	-2.876794e-08	-2.876794e-08
2.846000e+00	-2.881833e-08	-2.881833e-08	-2.881833e-08
2.847000e+00	-2.886228e-08	-2.886228e-08	-2.886228e-08
2.848000e+00	-2.889959e-08	-2.889959e-08	-2.889959e-08
2.849000e+00	-2.893009e-08	-2.893009e-08	-2.893009e-08
2.850000e+00	-2.895367e-08	-2.895367e-08	-2.895367e-08
2.851000e+00	-2.897027e-08	-2.897027e-08	-2.897027e-08
2.852000e+00	-2.897988e-08	-2.897988e-08	-2.897988e-08
2.853000e+00	-2.898252e-08	-2.898252e-08	-2.898252e-08
2.854000e+00	-2.897828e-08	-2.897828e-08	-2.897828e-08
2.855000e+00	-2.896729e-08	-2.896729e-08	-2.896729e-08
2.856000e+00	-2.894970e-08	-2.894970e-08	-2.894970e-08
2.857000e+00	-2.892573e-08	-2.892573e-08	-2.892573e-08
2.858000e+00	-2.889561e-08	-2.889561e-08	-2.889561e-08
2.859000e+00	-2.885961e-08	-2.885961e-08	-2.885961e-08
2.860000e+00	-2.881803e-08	-2.881803e-08	-2.881803e-08
2.861000e+00	-2.877121e-08	-2.877121e-08	-2.877121e-08
2.862000e+00	-2.871949e-08	-2.871949e-08	-2.871949e-08
2.863000e+00	-2.866323e-08	-2.866323e-08	-2.866323e-08
2.864000e+00	-2.860282e-08	-2.860282e-08	-2.860282e-08
2.865000e+00	-2.853863e-08	-2.853863e-08	-2.853863e-08
2.866000e+00	-2.847107e-08	-2.847107e-08	-2.847107e-08
2.867000e+00	-2.840053e-08	-2.840053e-08	-2.840053e-08
2.868000e+00	-2.832740e-08	-2.832740e-08	-2.832740e-08
2.869000e+00	-2.825207e-08	-2.825207e-08	-2.825207e-08
2.870000e+00	-2.817490e-08	-2.817490e-08	-2.817490e-08
2.871000e+00	-2.809627e-08	-2.809627e-08	-2.809627e-08
2.872000e+00	-2.801651e-08	-2.801651e-08	-2.801651e-08
2.873000e+00	-2.793595e-08	-2.793595e-08	-2.793595e-08
2.874000e+00	-2.785490e-08	-2.785490e-08	-2.785490e-08
2.875000e+00	-2.777363e-08	-2.777363e-08	-2.777363e-08
2.876000e+00	-2.769239e-08	-2.769239e-08	-2.769239e-08
2.877000e+00	-2.761141e-08	-2.761141e-08	-2.761141e-08
2.878000e+00	-2.753088e-08	-2.753088e-08	-2.753088e-08
2.879000e+00	-2.745097e-08	-2.745097e-08	-2.745097e-08
2.880000e+00	-2.737181e-08	-2.737181e-08	-2.737181e-08
2.881000e+00	-2.729351e-08	-2.729351e-08	-2.729351e-08
2.882000e+00	-2.721614e-08	-2.721614e-08	-2.721614e-08
2.883000e+00	-2.713974e-08	-2.713974e-08	-2.713974e-08
2.884000e+00	-2.706433e-08	-2.706433e-08	-2.706433e-08
2.885000e+00	-2.698990e-08	-2.698990e-08	-2.698990e-08
2.886000e+00	-2.691640e-08	-2.691640e-08	-2.691640e-08
2.887000e+00	-2.684377e-08	-2.684377e-08	-2.684377e-08
2.888000e+00	-2.677194e-08	-2.677194e-08	-2.677194e-08
2.889000e+00	-2.670078e-08	-2.670078e-08	-2.670078e-08
2.890000e+00	-2.663019e-08	-2.663019e-08	-2.663019e-08
2.891000e+00	-2.656003e-08	-2.656003e-08	-2.656003e-08
2.892000e+00	-2.649015e-08	-2.649015e-08	-2.649015e-08
2.893000e+00	-2.642040e-08	-2.642040e-08	-2.642040e-08
2.894000e+00	-2.635062e-08	-2.635062e-08	-2.635062e-08
2.895000e+00	-2.628067e-08	-2.628067e-08	-2.628067e-08
2.896000e+00	-2.621039e-08	-2.621039e-08	-2.621039e-08
2.897000e+00	-2.613963e-08	-2.613963e-08	-2.613963e-08
2.898000e+00	-2.606827e-08	-2.606827e-08	-2.606827e-08
2.899000e+00	-2.599619e-08	-2.599619e-08	-2.599619e-08
2.900000e+00	-2.592328e-08	-2.592328e-08	-2.592328e-08
2.901000e+00	-2.584948e-08	-2.584948e-08	-2.584948e-08
2.902000e+00	-2.577472e-08	-2.577472e-08	-2.577472e-08
2.903000e+00	-2.569898e-08	-2.569898e-08	-2.569898e-08
2.904000e+00	-2.562225e-08	-2.562225e-08	-2.562225e-08
2.905000e+00	-2.554456e-08	-2.554456e-08	-2.554456e-08
2.906000e+00	-2.546598e-08	-2.546598e-08	-2.546598e-08
2.907000e+00	-2.538659e-08	-2.538659e-08	-2.538659e-08
2.908000e+00	-2.530651e-08	-2.530651e-08	-2.530651e-08
2.909000e+00	-2.522590e-08	-2.522590e-08	-2.522590e-08
2.910000e+00	-2.514494e-08	-2.514494e-08	-2.514494e-08
2.911000e+00	-2.506384e-08	-2.506384e-08	-2.506384e-08
2.912000e+00	-2.498284e-08	-2.498284e-08	-2.498284e-08
2.913000e+00	-2.490222e-08	-2.490222e-08	-2.490222e-08
2.914000e+00	-2.482225e-08	-2.482225e-08	-2.482225e-08
2.915000e+00	-2.474325e-08	-2.474325e-08	-2.474325e-08
2.916000e+00	-2.466556e-08	-2.466556e-08	-2.466556e-08
2.917000e+00	-2.458952e-08	-2.458952e-08	-2.458952e-08
2.918000e+00	-2.451550e-08	-2.451550e-08	-2.451550e-08
2.919000e+00	-2.444387e-08	-2.444387e-08	-2.444387e-08
2.920000e+00	-2.437501e-08	-2.437501e-08	-2.437501e-08
2.921000e+00	-2.430930e-08	-2.430930e-08	-2.430930e-08
2.922000e+00	-2.424715e-08	-2.424715e-08	-2.424715e-08
2.923000e+00	-2.418892e-08	-2.418892e-08	-2.418892e-08
2.924000e+00	-2.413501e-08	-2.413501e-08	-2.413501e-08
2.925000e+00	-2.408579e-08	-2.408579e-08	-2.408579e-08
2.926000e+00	-2.404161e-08	-2.404161e-08	-2.404161e-08
2.927000e+00	-2.400282e-08	-2.400282e-08	-2.400282e-08
2.928000e+00	-2.396976e-08	-2.396976e-08	-2.396976e-08
2.929000e+00	-2.394273e-08	-2.394273e-08	-2.394273e-08
2.930000e+00	-2.392200e-08	-2.392200e-08	-2.392200e-08
2.931000e+00	-2.390784e-08	-2.390784e-08	-2.390784e-08
2.932000e+00	-2.390047e-08	-2.390047e-08	-2.390047e-08
2.933000e+00	-2.390007e-08	-2.390007e-08	-2.390007e-08
2.934000e+00	-2.390681e-08	-2.390681e-08	-2.390681e-08
2.935000e+00	-2.392080e-08	-2.392080e-08	-2.392080e-08
2.936000e+00	-2.394210e-08	-2.394210e-08	-2.394210e-08
2.937000e+00	-2.397077e-08	-2.397077e-08	-2.397077e-08
2.938000e+00	-2.400677e-08	-2.400677e-08	-2.400677e-08
2.939000e+00	-2.405007e-08	-2.405007e-08	-2.405007e-08
2.940000e+00	-2.410056e-08	-2.410056e-08	-2.410056e-08
2.941000e+00	-2.415809e-08	-2.415809e-08	-2.415809e-08
2.942000e+00	-2.422247e-08	-2.422247e-08	-2.422247e-08
2.943000e+00	-2.429346e-08	-2.429346e-08	-2.429346e-08
2.944000e+00	-2.437078e-08	-2.437078e-08	-2.437078e-08
2.945000e+00	-2.445410e-08	-2.445410e-08	-2.445410e-08
2.946000e+00	-2.454305e-08	-2.454305e-08	-2.454305e-08
2.947000e+00	-2.463721e-08	-2.463721e-08	-2.463721e-08
2.948000e+00	-2.473615e-08	-2.473615e-08	-2.473615e-08
2.949000e+00	-2.483937e-08	-2.483937e-08	-2.483937e-08
2.950000e+00	-2.494634e-08	-2.494634e-08	-2.494634e-08
2.951000e+00	-2.505652e-08	-2.505652e-08	-2.505652e-08
2.952000e+00	-2.516932e-08	-2.516932e-08	-2.516932e-08
2.953000e+00	-2.528414e-08	-2.528414e-08	-2.528414e-08
2.954000e+00	-2.540034e-08	-2.540034e-08	-2.540034e-08
2.955000e+00	-2.551730e-08	-2.551730e-08	-2.551730e-08
2.956000e+00	-2.563434e-08	-2.563434e-08	-2.563434e-08
2.957000e+00	-2.575082e-08	-2.575082e-08	-2.575082e-08
2.958000e+00	-2.586607e-08	-2.586607e-08	-2.586607e-08
2.959000e+00	-2.597943e-08	-2.597943e-08	-2.597943e-08
2.960000e+00	-2.609026e-08	-2.609026e-08	-2.609026e-08
2.961000e+00	-2.619792e-08	-2.619792e-08	-2.619792e-08
2.962000e+00	-2.630180e-08	-2.630180e-08	-2.630180e-08
2.963000e+00	-2.640132e-08	-2.640132e-08	-2.640132e-08
2.964000e+00	-2.649591e-08	-2.649591e-08	-2.649591e-08
2.965000e+00	-2.658508e-08	-2.658508e-08	-2.658508e-08
2.966000e+00	-2.666834e-08	-2.666834e-08	-2.666834e-08
2.967000e+00	-2.674526e-08	-2.674526e-08	-2.674526e-08
2.968000e+00	-2.681547e-08	-2.681547e-08	-2.681547e-08
2.969000e+00	-2.687866e-08	-2.687866e-08	-2.687866e-08
2.970000e+00	-2.693456e-08	-2.693456e-08	-2.693456e-08
2.971000e+00	-2.698297e-08	-2.698297e-08	-2.698297e-08
2.972000e+00	-2.702376e-08	-2.702376e-08	-2.702376e-08
2.973000e+00	-2.705685e-08	-2.705685e-08	-2.705685e-08
2.974000e+00	-2.708225e-08	-2.708225e-08	-2.708225e-08
2.975000e+00	-2.710001e-08	-2.710001e-08	-2.710001e-08
2.976000e+00	-2.711026e-08	-2.711026e-08	-2.711026e-08
2.977000e+00	-2.711319e-08	-2.711319e-08	-2.711319e-08
2.978000e+00	-2.710904e-08	-2.710904e-08	-2.710904e-08
2.979000e+00	-2.709813e-08	-2.709813e-08	-2.709813e-08
2.980000e+00	-2.708081e-08	-2.708081e-08	-2.708081e-08
2.981000e+00	-2.705749e-08	-2.705749e-08	-2.705749e-08
2.982000e+00	-2.702861e-08	-2.702861e-08	-2.702861e-08
2.983000e+00	-2.699467e-08	-2.699467e-08	-2.699467e-08
2.984000e+00	-2.695618e-08	-2.695618e-08	-2.695618e-08
2.985000e+00	-2.691369e-08	-2.691369e-08	-2.691369e-08
2.986000e+00	-2.686775e-08	-2.686775e-08	-2.686775e-08
2.987000e+00	-2.681894e-08	-2.681894e-08	-2.681894e-08
2.988000e+00	-2.676784e-08	-2.676784e-08	-2.676784e-08
2.989000e+00	-2.671501e-08	-2.671501e-08	-2.671501e-08
2.990000e+00	-2.666103e-08	-2.666103e-08	-2.666103e-08
2.991000e+00	-2.660645e-08	-2.660645e-08	-2.660645e-08
2.992000e+00	-2.655180e-08	-2.655180e-08	-2.655180e-08
2.993000e+00	-2.649760e-08	-2.649760e-08	-2.649760e-08
2.994000e+00	-2.644433e-08	-2.644433e-08	-2.644433e-08
2.995000e+00	-2.639244e-08	-2.639244e-08	-2.639244e-08
2.996000e+00	-2.634235e-08	-2.634235e-08	-2.634235e-08
2.997000e+00	-2.629443e-08	-2.629443e-08	-2.629443e-08
2.998000e+00	-2.624903e-08	-2.624903e-08	-2.624903e-08
2.999000e+00	-2.620643e-08	-2.620643e-08	-2.620643e-08
3.000000e+00	-2.616690e-08	-2.616690e-08	-2.616690e-08
3.001000e+00	-2.613063e-08	-2.613063e-08	-2.613063e-08
3.002000e+00	-2.609781e-08	-2.609781e-08	-2.609781e-08
3.003000e+00	-2.606854e-08	-2.606854e-08	-2.606854e-08
3.004000e+00	-2.604290e-08	-2.604290e-08	-2.604290e-08
3.005000e+00	-2.602095e-08	-2.602095e-08	-2.602095e-08
3.006000e+00	-2.600268e-08	-2.600268e-08	-2.600268e-08
3.007000e+00	-2.598805e-08	-2.598805e-08	-2.598805e-08
3.008000e+00	-2.597699e-08	-2.597699e-08	-2.597699e-08
3.009000e+00	-2.596942e-08	-2.596942e-08	-2.596942e-08
3.010000e+00	-2.596520e-08	-2.596520e-08	-2.596520e-08
3.011000e+00	-2.596419e-08	-2.596419e-08	-2.596419e-08
3.012000e+00	-2.596621e-08	-2.596621e-08	-2.596621e-08
3.013000e+00	-2.597110e-08	-2.597110e-08	-2.597110e-08
3.014000e+00	-2.597864e-08	-2.597864e-08	-2.597864e-08
3.015000e+00	-2.598865e-08	-2.598865e-08	-2.598865e-08
3.016000e+00	-2.600092e-08	-2.600092e-08	-2.600092e-08
3.017000e+00	-2.601524e-08	-2.601524e-08	-2.601524e-08
3.018000e+00	-2.603141e-08	-2.603141e-08	-2.603141e-08
3.019000e+00	-2.604922e-08	-2.604922e-08	-2.604922e-08
3.020000e+00	-2.606850e-08	-2.606850e-08	-2.606850e-08
3.021000e+00	-2.608907e-08	-2.608907e-08	-2.608907e-08
3.022000e+00	-2.611074e-08	-2.611074e-08	-2.611074e-08
3.023000e+00	-2.613338e-08	-2.613338e-08	-2.613338e-08
3.024000e+00	-2.615683e-08	-2.615683e-08	-2.615683e-08
3.025000e+00	-2.618098e-08	-2.618098e-08	-2.618098e-08
3.026000e+00	-2.620572e-08	-2.620572e-08	-2.620572e-08
3.027000e+00	-2.623095e-08	-2.623095e-08	-2.623095e-08
3.028000e+00	-2.625659e-08	-2.625659e-08	-2.625659e-08
3.029000e+00	-2.628260e-08	-2.628260e-08	-2.628260e-08
3.030000e+00	-2.630892e-08	-2.630892e-08	-2.630892e-08
3.031000e+00	-2.633553e-08	-2.633553e-08	-2.633553e-08
3.032000e+00	-2.636242e-08	-2.636242e-08	-2.636242e-08
3.033000e+00	-2.638959e-08	-2.638959e-08	-2.638959e-08
3.034000e+00	-2.641706e-08	-2.641706e-08	-2.641706e-08
3.035000e+00	-2.644487e-08	-2.644487e-08	-2.644487e-08
3.036000e+00	-2.647307e-08	-2.647307e-08	-2.647307e-08
3.037000e+00	-2.650171e-08	-2.650171e-08	-2.650171e-08
3.038000e+00	-2.653086e-08	-2.653086e-08	-2.653086e-08
3.039000e+00	-2.656061e-08	-2.656061e-08	-2.656061e-08
3.040000e+00	-2.659103e-08	-2.659103e-08	-2.659103e-08
3.041000e+00	-2.662222e-08	-2.662222e-08	-2.662222e-08
3.042000e+00	-2.665428e-08	-2.665428e-08	-2.665428e-08
3.043000e+00	-2.668729e-08	-2.668729e-08	-2.668729e-08
3.044000e+00	-2.672135e-08	-2.672135e-08	-2.672135e-08
3.045000e+00	-2.675655e-08	-2.675655e-08	-2.675655e-08
3.046000e+00	-2.679296e-08	-2.679296e-08	-2.679296e-08
3.047000e+00	-2.683066e-08	-2.683066e-08	-2.683066e-08
3.048000e+00	-2.686969e-08	-2.686969e-08	-2.686969e-08
3.049000e+00	-2.691011e-08	-2.691011e-08	-2.691011e-08
3.050000e+00	-2.695193e-08	-2.695193e-08	-2.695193e-08
3.051000e+00	-2.699515e-08	-2.699515e-08	-2.699515e-08
3.052000e+00	-2.703975e-08	-2.703975e-08	-2.703975e-08
3.053000e+00	-2.708568e-08	-2.708568e-08	-2.708568e-08
3.054000e+00	-2.713289e-08	-2.713289e-08	-2.713289e-08
3.055000e+00	-2.718127e-08	-2.718127e-08	-2.718127e-08
3.056000e+00	-2.723070e-08	-2.723070e-08	-2.723070e-08
3.057000e+00	-2.728105e-08	-2.728105e-08	-2.728105e-08
3.058000e+00	-2.733215e-08	-2.733215e-08	-2.733215e-08
3.059000e+00	-2.738381e-08	-2.738381e-08	-2.738381e-08
3.060000e+00	-2.743582e-08	-2.743582e-08	-2.743582e-08
3.061000e+00	-2.748796e-08	-2.748796e-08	-2.748796e-08
3.062000e+00	-2.753998e-08	-2.753998e-08	-2.753998e-08
3.063000e+00	-2.759163e-08	-2.759163e-08	-2.759163e-08
3.064000e+00	-2.764263e-08	-2.764263e-08	-2.764263e-08
3.065000e+00	-2.769272e-08	-2.769272e-08	-2.769272e-08
3.066000e+00	-2.774160e-08	-2.774160e-08	-2.774160e-08
3.067000e+00	-2.778900e-08	-2.778900e-08	-2.778900e-08
3.068000e+00	-2.783463e-08	-2.783463e-08	-2.783463e-08
3.069000e+00	-2.787822e-08	-2.787822e-08	-2.787822e-08
3.070000e+00	-2.791949e-08	-2.791949e-08	-2.791949e-08
3.071000e+00	-2.795818e-08	-2.795818e-08	-2.795818e-08
3.072000e+00	-2.799404e-08	-2.799404e-08	-2.799404e-08
3.073000e+00	-2.802685e-08	-2.802685e-08	-2.802685e-08
3.074000e+00	-2.805639e-08	-2.805639e-08	-2.805639e-08
3.075000e+00	-2.808248e-08	-2.808248e-08	-2.808248e-08
3.076000e+00	-2.810494e-08	-2.810494e-08	-2.810494e-08
3.077000e+00	-2.812365e-08	-2.812365e-08	-2.812365e-08
3.078000e+00	-2.813850e-08	-2.813850e-08	-2.813850e-08
3.079000e+00	-2.814940e-08	-2.814940e-08	-2.814940e-08
3.080000e+00	-2.815633e-08	-2.815633e-08	-2.815633e-08
3.081000e+00	-2.815925e-08	-2.815925e-08	-2.815925e-08
3.082000e+00	-2.815821e-08	-2.815821e-08	-2.815821e-08
3.083000e+00	-2.815325e-08	-2.815325e-08	-2.815325e-08
3.084000e+00	-2.814447e-08	-2.814447e-08	-2.814447e-08
3.085000e+00	-2.813199e-08	-2.813199e-08	-2.813199e-08
3.086000e+00	-2.811598e-08	-2.811598e-08	-2.811598e-08
3.087000e+00	-2.809663e-08	-2.809663e-08	-2.809663e-08
3.088000e+00	-2.807415e-08	-2.807415e-08	-2.807415e-08
3.089000e+00	-2.804882e-08	-2.804882e-08	-2.804882e-08
3.090000e+00	-2.802090e-08	-2.802090e-08	-2.802090e-08
3.091000e+00	-2.799071e-08	-2.799071e-08	-2.799071e-08
3.092000e+00	-2.795857e-08	-2.795857e-08	-2.795857e-08
3.093000e+00	-2.792484e-08	-2.792484e-08	-2.792484e-08
3.094000e+00	-2.788990e-08	-2.788990e-08	-2.788990e-08
3.095000e+00	-2.785411e-08	-2.785411e-08	-2.785411e-08
3.096000e+00	-2.781790e-08	-2.781790e-08	-2.781790e-08
3.097000e+00	-2.778166e-08	-2.778166e-08	-2.778166e-08
3.098000e+00	-2.774582e-08	-2.774582e-08	-2.774582e-08
3.099000e+00	-2.771078e-08	-2.771078e-08	-2.771078e-08
3.100000e+00	-2.767698e-08	-2.767698e-08	-2.767698e-08
3.101000e+00	-2.764483e-08	-2.764483e-08	-2.764483e-08
3.102000e+00	-2.761474e-08	-2.761474e-08	-2.761474e-08
3.103000e+00	-2.758709e-08	-2.758709e-08	-2.758709e-08
3.104000e+00	-2.756228e-08	-2.756228e-08	-2.756228e-08
3.105000e+00	-2.754066e-08	-2.754066e-08	-2.754066e-08
3.106000e+00	-2.752257e-08	-2.752257e-08	-2.752257e-08
3.107000e+00	-2.750832e-08	-2.750832e-08	-2.750832e-08
3.108000e+00	-2.749818e-08	-2.749818e-08	-2.749818e-08
3.109000e+00	-2.749240e-08	-2.749240e-08	-2.749240e-08
3.110000e+00	-2.749119e-08	-2.749119e-08	-2.749119e-08
3.111000e+00	-2.749471e-08	-2.749471e-08	-2.749471e-08
3.112000e+00	-2.750308e-08	-2.750308e-08	-2.750308e-08
3.113000e+00	-2.751637e-08	-2.751637e-08	-2.751637e-08
3.114000e+00	-2.753462e-08	-2.753462e-08	-2.753462e-08
3.115000e+00	-2.755780e-08	-2.755780e-08	-2.755780e-08
3.116000e+00	-2.758586e-08	-2.758586e-08	-2.758586e-08
3.117000e+00	-2.761868e-08	-2.761868e-08	-2.761868e-08
3.118000e+00	-2.765609e-08	-2.765609e-08	-2.765609e-08
3.119000e+00	-2.769791e-08	-2.769791e-08	-2.769791e-08
3.120000e+00	-2.774388e-08	-2.774388e-08	-2.774388e-08
3.121000e+00	-2.779372e-08	-2.779372e-08	-2.779372e-08
3.122000e+00	-2.784711e-08	-2.784711e-08	-2.784711e-08
3.123000e+00	-2.790369e-08	-2.790369e-08	-2.790369e-08
3.124000e+00	-2.796308e-08	-2.796308e-08	-2.796308e-08
3.125000e+00	-2.802487e-08	-2.802487e-08	-2.802487e-08
3.126000e+00	-2.808864e-08	-2.808864e-08	-2.808864e-08
3.127000e+00	-2.815394e-08	-2.815394e-08	-2.815394e-08
3.128000e+00	-2.822031e-08	-2.822031e-08	-2.822031e-08
3.129000e+00	-2.828729e-08	-2.828729e-08	-2.828729e-08
3.130000e+00	-2.835442e-08	-2.835442e-08	-2.835442e-08
3.131000e+00	-2.842122e-08	-2.842122e-08	-2.842122e-08
3.132000e+00	-2.848725e-08	-2.848725e-08	-2.848725e-08
3.133000e+00	-2.855206e-08	-2.855206e-08	-2.855206e-08
3.134000e+00	-2.861522e-08	-2.861522e-08	-2.861522e-08
3.135000e+00	-2.867631e-08	-2.867631e-08	-2.867631e-08
3.136000e+00	-2.873495e-08	-2.873495e-08	-2.873495e-08
